"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","effectiveTranslation","sense"
"1482","0","FISH","مكه","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","FISH — مكه: مكه does not supply a recognizable fish translation; retain both exclusions and uncertain register without inventing text.","AI-assisted linguistic review","[]","1482:0","سمك","false","{""arabic"":""مكه"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1482","3","FISH","فيش","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","FISH — فيش: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1482:3","سمك","false","{""arabic"":""فيش"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1482","5","FISH","الاسماك","review","msa","medium","","","","","noun","orthography-review","FISH — الاسماك: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1482:5","سمك","false","{""arabic"":""الاسماك"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1486","3","STRING","سلسلة نص","review","msa","medium","","","","","noun","construction-or-sense-review","STRING — سلسلة نص: سلسلة نص is an awkward text-string phrase; do not rewrite it or approve without review.","AI-assisted linguistic review","[]","1486:3","سلسلة نص","true","{""arabic"":""سلسلة نص"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1487","0","SENSE","الاحساس","review","msa","medium","","","","","noun","orthography-review","SENSE — الاحساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1487:0","إحساس","false","{""arabic"":""الاحساس"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1487","2","SENSE","احساس","review","msa","medium","","","","","noun","orthography-review","SENSE — احساس: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1487:2","إحساس","false","{""arabic"":""احساس"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1488","2","MODIFIED","تعديل","review","msa","medium","","","","","noun","construction-or-sense-review","MODIFIED — تعديل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1488:2","معدلة","false","{""arabic"":""تعديل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1495","1","BORN","تولد","review","msa","medium","","","","","verb","construction-or-sense-review","BORN — تولد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1495:1","ولد","false","{""arabic"":""تولد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1495","3","BORN","يولد","review","msa","medium","","","","","verb","construction-or-sense-review","BORN — يولد: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1495:3","ولد","false","{""arabic"":""يولد"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1496","0","UNLESS","مالم","review","msa","medium","","","","","conjunction","orthography-review","UNLESS — مالم: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1496:0","إلا إذا","false","{""arabic"":""مالم"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""conjunction""}",""
"1496","1","UNLESS","الا","review","msa","medium","","","","","conjunction","orthography-review","UNLESS — الا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1496:1","إلا إذا","false","{""arabic"":""الا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""conjunction""}",""
"1504","1","EXCEPT","الا","review","msa","medium","","","","","preposition","orthography-review","EXCEPT — الا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1504:1","باستثناء","false","{""arabic"":""الا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""preposition""}",""
"1504","2","EXCEPT","ماعدا","review","msa","medium","","","","","preposition","orthography-review","EXCEPT — ماعدا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1504:2","باستثناء","false","{""arabic"":""ماعدا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""preposition""}",""
"1506","0","MAINTENANCE","النفقة","review","msa","medium","","","","","noun","construction-or-sense-review","MAINTENANCE — النفقة: النفقة can mean maintenance payments, a legitimate possible legal sense. Retain it for sense confirmation rather than rejecting specialist overlap automatically.","AI-assisted linguistic review","[]","1506:0","الصيانة","false","{""arabic"":""النفقة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1507","2","ABILITY","القدره","review","msa","medium","","","","","noun","orthography-review","ABILITY — القدره: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1507:2","القدرة","false","{""arabic"":""القدره"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1511","0","BRANDS","الماركات","review","uncertain","medium","","","","","noun","register-review","BRANDS — الماركات: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1511:0","العلامات التجارية","false","{""arabic"":""الماركات"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1512","0","PLACES","اماكن","review","msa","medium","","","","","noun","orthography-review","PLACES — اماكن: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1512:0","أماكن","false","{""arabic"":""اماكن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1512","1","PLACES","الاماكن","review","msa","medium","","","","","noun","orthography-review","PLACES — الاماكن: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1512:1","أماكن","false","{""arabic"":""الاماكن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1517","2","SOUTHERN","جنوب","review","msa","medium","","","","","noun","construction-or-sense-review","SOUTHERN — جنوب: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1517:2","الجنوبية","false","{""arabic"":""جنوب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1520","2","WINTER","وينتر","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WINTER — وينتر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1520:2","الشتاء","false","{""arabic"":""وينتر"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1520","3","WINTER","ونتر","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WINTER — ونتر: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1520:3","الشتاء","false","{""arabic"":""ونتر"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1522","2","BATTERY","بطارية البطارية","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","BATTERY — بطارية البطارية: بطارية البطارية is an unexplained repeated possessive. Keep review with explicit exclusions; do not mechanically remove a repeated word.","AI-assisted linguistic review","[]","1522:2","بطارية البطارية","true","{""arabic"":""بطارية البطارية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1523","1","YOUTH","شب","review","msa","medium","","","","","uncertain","orthography-review","YOUTH — شب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1523:1","الشباب","false","{""arabic"":""شب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain""}",""
"1530","2","TELEVISION","التليفزيون","review","uncertain","medium","","","","","noun","register-review","TELEVISION — التليفزيون: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1530:2","تلفاز","false","{""arabic"":""التليفزيون"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1532","1","CORE","اساسي","review","msa","medium","","","","","adjective","orthography-review","CORE — اساسي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1532:1","الأساسية","false","{""arabic"":""اساسي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1532","3","CORE","الأساسية","review","msa","medium","","","","","adjective","orthography-review","CORE — الأساسية: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1532:3","الأساسية","true","{""arabic"":""الأساسية"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1538","1","WOOD","وود","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","WOOD — وود: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1538:1","خشب","false","{""arabic"":""وود"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1540","1","DEFINED","تعريف","review","msa","medium","","","","","noun","construction-or-sense-review","DEFINED — تعريف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1540:1","تعريف","true","{""arabic"":""تعريف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1541","0","PAPERS","الاوراق","review","msa","medium","","","","","noun","orthography-review","PAPERS — الاوراق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1541:0","أوراق","false","{""arabic"":""الاوراق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1541","4","PAPERS","اوراق","review","msa","medium","","","","","noun","orthography-review","PAPERS — اوراق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1541:4","أوراق","false","{""arabic"":""اوراق"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1544","1","FEE","الاجر","review","msa","medium","","","","","noun","orthography-review","FEE — الاجر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1544:1","رسوم","false","{""arabic"":""الاجر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1544","3","FEE","اجر","review","msa","medium","","","","","noun","orthography-review","FEE — اجر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1544:3","رسوم","false","{""arabic"":""اجر"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1548","1","DEVICE","الاداة","review","msa","medium","","","","","noun","orthography-review","DEVICE — الاداة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1548:1","الجهاز","false","{""arabic"":""الاداة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1548","2","DEVICE","اداة","review","msa","medium","","","","","noun","orthography-review","DEVICE — اداة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1548:2","الجهاز","false","{""arabic"":""اداة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1549","0","ESTABLISHED","انشئت","review","msa","medium","","","","","verb","orthography-review","ESTABLISHED — انشئت: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1549:0","المنشأة","false","{""arabic"":""انشئت"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1549","1","ESTABLISHED","انشئ","review","msa","medium","","","","","verb","orthography-review","ESTABLISHED — انشئ: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1549:1","المنشأة","false","{""arabic"":""انشئ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1549","2","ESTABLISHED","انشا","review","msa","medium","","","","","verb","orthography-review","ESTABLISHED — انشا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1549:2","المنشأة","false","{""arabic"":""انشا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1549","3","ESTABLISHED","المنشأة","review","msa","medium","","","","","uncertain","construction-or-sense-review","ESTABLISHED — المنشأة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1549:3","المنشأة","true","{""arabic"":""المنشأة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""uncertain""}",""
"1550","0","ANSWERS","الاجابات","review","msa","medium","","","","","noun","orthography-review","ANSWERS — الاجابات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1550:0","أجوبة","false","{""arabic"":""الاجابات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1550","1","ANSWERS","اجابات","review","msa","medium","","","","","noun","orthography-review","ANSWERS — اجابات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1550:1","أجوبة","false","{""arabic"":""اجابات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1551","0","RENT","ايجار","review","msa","medium","","","","","noun","orthography-review","RENT — ايجار: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1551:0","إيجار","false","{""arabic"":""ايجار"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1554","4","DARK","الظلام الداكن","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","DARK — الظلام الداكن: الظلام الداكن is an unnatural redundant dark darkness phrase. Keep it excluded pending review without changing text.","AI-assisted linguistic review","[]","1554:4","الظلام الداكن","true","{""arabic"":""الظلام الداكن"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1559","1","INSTRUCTIONS","ارشادات","review","msa","medium","","","","","noun","orthography-review","INSTRUCTIONS — ارشادات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1559:1","تعليمات","false","{""arabic"":""ارشادات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1564","0","REMOVE","ازل","review","msa","medium","","","","","verb","orthography-review","REMOVE — ازل: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1564:0","إزالة","false","{""arabic"":""ازل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1564","1","REMOVE","ازالة","review","msa","medium","","","","","verb","orthography-review","REMOVE — ازالة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1564:1","إزالة","false","{""arabic"":""ازالة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1564","2","REMOVE","احذف","review","msa","medium","","","","","verb","orthography-review","REMOVE — احذف: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1564:2","إزالة","false","{""arabic"":""احذف"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""verb""}",""
"1567","0","MINIMUM","الادنى","review","msa","medium","","","","","adjective","orthography-review","MINIMUM — الادنى: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1567:0","الحد الأدنى","false","{""arabic"":""الادنى"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1570","0","VARIETY","متنوعة","review","msa","medium","","","","","adjective","construction-or-sense-review","VARIETY — متنوعة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1570:0","متنوعة","true","{""arabic"":""متنوعة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1571","0","TEACHERS","الاساتذة","review","msa","medium","","","","","noun","orthography-review","TEACHERS — الاساتذة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1571:0","المعلمون","false","{""arabic"":""الاساتذة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1575","1","BLOCK","بلوك","review","uncertain","medium","","","","","noun","register-review","BLOCK — بلوك: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1575:1","كتلة","false","{""arabic"":""بلوك"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun""}",""
"1578","1","INCREASED","زيادة","review","msa","medium","","","","","noun","construction-or-sense-review","INCREASED — زيادة: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1578:1","زيادة","true","{""arabic"":""زيادة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1579","0","REPAIR","اصلاح","review","msa","medium","","","","","noun","orthography-review","REPAIR — اصلاح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1579:0","إصلاح","false","{""arabic"":""اصلاح"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1579","2","REPAIR","الاصلاح","review","msa","medium","","","","","noun","orthography-review","REPAIR — الاصلاح: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1579:2","إصلاح","false","{""arabic"":""الاصلاح"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1580","2","FAIR","عدل","review","msa","medium","","","","","noun","construction-or-sense-review","FAIR — عدل: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1580:2","عادل","false","{""arabic"":""عدل"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1581","1","CIVIL","الاهلي","review","msa","medium","","","","","adjective","orthography-review","CIVIL — الاهلي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1581:1","مدني","false","{""arabic"":""الاهلي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adjective""}",""
"1582","1","STEEL","ستيل","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","STEEL — ستيل: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1582:1","الصلب","false","{""arabic"":""ستيل"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1584","0","SONGS","اغان","review","msa","medium","","","","","noun","orthography-review","SONGS — اغان: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1584:0","أغاني","false","{""arabic"":""اغان"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1584","1","SONGS","الاغاني","review","msa","medium","","","","","noun","orthography-review","SONGS — الاغاني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1584:1","أغاني","false","{""arabic"":""الاغاني"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1584","2","SONGS","اغاني","review","msa","medium","","","","","noun","orthography-review","SONGS — اغاني: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1584:2","أغاني","false","{""arabic"":""اغاني"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1586","0","WRONG","الخطا","review","msa","medium","","","","","noun","orthography-review","WRONG — الخطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1586:0","خطأ","false","{""arabic"":""الخطا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1586","1","WRONG","غلط","review","msa","medium","","","","","noun","construction-or-sense-review","WRONG — غلط: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1586:1","خطأ","false","{""arabic"":""غلط"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1586","2","WRONG","خطا","review","msa","medium","","","","","noun","orthography-review","WRONG — خطا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1586:2","خطأ","false","{""arabic"":""خطا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1586","4","WRONG","خطأ","review","msa","medium","","","","","noun","construction-or-sense-review","WRONG — خطأ: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1586:4","خطأ","true","{""arabic"":""خطأ"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1588","1","HANDS","الايدي","review","msa","medium","","","","","noun","orthography-review","HANDS — الايدي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1588:1","الأيدي","false","{""arabic"":""الايدي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1588","2","HANDS","ايادي","review","msa","medium","","","","","noun","orthography-review","HANDS — ايادي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1588:2","الأيدي","false","{""arabic"":""ايادي"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1589","0","ASSOCIATES","الزميلة","review","msa","high","false","false","false","false","noun","unsuitable-pending-review","ASSOCIATES — الزميلة: الزميلة names a single feminine colleague, whereas associates is plural. A suitable nominal construction has not been established; preserve review and exclusions, not automatic categorical rejection.","AI-assisted linguistic review","[]","1589:0","الزميلة","true","{""arabic"":""الزميلة"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1590","0","FINALLY","واخيرا","review","msa","medium","","","","","adverb","orthography-review","FINALLY — واخيرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1590:0","أخيراً","false","{""arabic"":""واخيرا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1590","1","FINALLY","اخيرا","review","msa","medium","","","","","adverb","orthography-review","FINALLY — اخيرا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1590:1","أخيراً","false","{""arabic"":""اخيرا"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""adverb""}",""
"1598","3","CAPACITY","القدرات","review","msa","medium","","","","","noun","construction-or-sense-review","CAPACITY — القدرات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1598:3","القدرة","false","{""arabic"":""القدرات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1603","0","FATHER","الاب","review","msa","medium","","","","","noun","orthography-review","FATHER — الاب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1603:0","أب","false","{""arabic"":""الاب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1603","1","FATHER","ابت","review","uncertain","high","false","false","false","false","uncertain","unsuitable-unclassified","FATHER — ابت: ابت does not establish a normal father citation; it may reflect a defective vocative or unrelated form. Keep uncertain and excluded.","AI-assisted linguistic review","[]","1603:1","أب","false","{""arabic"":""ابت"",""status"":""review"",""register"":""uncertain"",""partOfSpeech"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}",""
"1603","2","FATHER","اب","review","msa","medium","","","","","noun","orthography-review","FATHER — اب: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1603:2","أب","false","{""arabic"":""اب"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
"1606","2","INSTRUMENTS","الالات","review","msa","medium","","","","","noun","orthography-review","INSTRUMENTS — الالات: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1606:2","الصكوك","false","{""arabic"":""الالات"",""status"":""review"",""register"":""msa"",""partOfSpeech"":""noun""}",""
