"sourceId","originalDecision","revisedDecision","reason","confidence"
"4236:0","{""headwordIndex"":4236,""translationIndex"":0,""english"":""SHADOW"",""original"":""الظل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""SHADOW — الظل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":4236,""translationIndex"":0,""english"":""SHADOW"",""original"":""الظل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard shadow noun with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard shadow noun with article.","high"
"5337:0","{""headwordIndex"":5337,""translationIndex"":0,""english"":""HONEST"",""original"":""صادقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""valid-alternative"",""reason"":""HONEST — صادقة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":5337,""translationIndex"":0,""english"":""HONEST"",""original"":""صادقة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The feminine honest adjective is valid, not a separate invented sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The feminine honest adjective is valid, not a separate invented sense.","high"
"2052:2","{""headwordIndex"":2052,""translationIndex"":2,""english"":""THEME"",""original"":""الموضوع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""THEME — الموضوع: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2052,""translationIndex"":2,""english"":""THEME"",""original"":""الموضوع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""الموضوع naturally expresses the subject/theme noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","الموضوع naturally expresses the subject/theme noun.","high"
"1761:1","{""headwordIndex"":1761,""translationIndex"":1,""english"":""ELEMENTS"",""original"":""العناصر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""valid-alternative"",""reason"":""ELEMENTS — العناصر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1761,""translationIndex"":1,""english"":""ELEMENTS"",""original"":""العناصر"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Standard plural elements with article."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Standard plural elements with article.","high"
"2642:0","{""headwordIndex"":2642,""translationIndex"":0,""english"":""AHEAD"",""original"":""في المستقبل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adverb"",""reasonCode"":""natural-preferred"",""reason"":""AHEAD — في المستقبل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2642,""translationIndex"":0,""english"":""AHEAD"",""original"":""في المستقبل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adverb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""In the future naturally expresses the temporal ahead sense."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","In the future naturally expresses the temporal ahead sense.","high"
"7609:2","{""headwordIndex"":7609,""translationIndex"":2,""english"":""SUNRISE"",""original"":""شروق الشمس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""SUNRISE — شروق الشمس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":7609,""translationIndex"":2,""english"":""SUNRISE"",""original"":""شروق الشمس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The naturally spaced phrase explicitly means sunrise."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The naturally spaced phrase explicitly means sunrise.","high"
"3068:2","{""headwordIndex"":3068,""translationIndex"":2,""english"":""POLL"",""original"":""استطلاع الرأي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""POLL — استطلاع الرأي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3068,""translationIndex"":2,""english"":""POLL"",""original"":""استطلاع الرأي"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The naturally spaced opinion-poll phrase is a good learner equivalent."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The naturally spaced opinion-poll phrase is a good learner equivalent.","high"
"1950:3","{""headwordIndex"":1950,""translationIndex"":3,""english"":""FLIGHT"",""original"":""رحلة طيران"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""FLIGHT — رحلة طيران: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1950,""translationIndex"":3,""english"":""FLIGHT"",""original"":""رحلة طيران"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The phrase explicitly means an air flight."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The phrase explicitly means an air flight.","high"
"3292:0","{""headwordIndex"":3292,""translationIndex"":0,""english"":""PATENT"",""original"":""براءة اختراع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""PATENT — براءة اختراع: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3292,""translationIndex"":0,""english"":""PATENT"",""original"":""براءة اختراع"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The standard naturally spaced patent phrase is appropriate."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The standard naturally spaced patent phrase is appropriate.","high"
"3008:0","{""headwordIndex"":3008,""translationIndex"":0,""english"":""ANYWAY"",""original"":""على أية حال"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adverb"",""reasonCode"":""natural-preferred"",""reason"":""ANYWAY — على أية حال: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3008,""translationIndex"":0,""english"":""ANYWAY"",""original"":""على أية حال"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""adverb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The phrase naturally expresses anyway/in any case."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The phrase naturally expresses anyway/in any case.","high"
"1931:1","{""headwordIndex"":1931,""translationIndex"":1,""english"":""ENABLE"",""original"":""تمكين"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""ENABLE — تمكين: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":1931,""translationIndex"":1,""english"":""ENABLE"",""original"":""تمكين"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The action citation تمكين is a natural equivalent for the English infinitive enable."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The action citation تمكين is a natural equivalent for the English infinitive enable.","high"
"2110:0","{""headwordIndex"":2110,""translationIndex"":0,""english"":""DEFINE"",""original"":""عرف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""natural-preferred"",""reason"":""DEFINE — عرف: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2110,""translationIndex"":0,""english"":""DEFINE"",""original"":""عرف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""عرف can be read عرّف, define; lack of vowel/shadda marks does not invalidate the verb."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","عرف can be read عرّف, define; lack of vowel/shadda marks does not invalidate the verb.","high"
"3097:0","{""headwordIndex"":3097,""translationIndex"":0,""english"":""KILLED"",""original"":""قتل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""natural-preferred"",""reason"":""KILLED — قتل: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3097,""translationIndex"":0,""english"":""KILLED"",""original"":""قتل"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""قتل supports killed in the past verbal reading."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","قتل supports killed in the past verbal reading.","high"
"2071:1","{""headwordIndex"":2071,""translationIndex"":1,""english"":""TOUCH"",""original"":""لمس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""natural-preferred"",""reason"":""TOUCH — لمس: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2071,""translationIndex"":1,""english"":""TOUCH"",""original"":""لمس"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""لمس naturally expresses the touching action."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","لمس naturally expresses the touching action.","high"
"2244:0","{""headwordIndex"":2244,""translationIndex"":0,""english"":""DELETE"",""original"":""يحذف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""natural-preferred"",""reason"":""DELETE — يحذف: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2244,""translationIndex"":0,""english"":""DELETE"",""original"":""يحذف"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""يحذف naturally expresses the verb delete."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","يحذف naturally expresses the verb delete.","high"
"5188:3","{""headwordIndex"":5188,""translationIndex"":3,""english"":""ANNOUNCE"",""original"":""إعلان"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""ANNOUNCE — إعلان: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":5188,""translationIndex"":3,""english"":""ANNOUNCE"",""original"":""إعلان"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""إعلان is an accepted Arabic action citation for announce; English POS remains verb."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","إعلان is an accepted Arabic action citation for announce; English POS remains verb.","high"
"3017:1","{""headwordIndex"":3017,""translationIndex"":1,""english"":""CIRCLE"",""original"":""دائرة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""CIRCLE — دائرة: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":3017,""translationIndex"":1,""english"":""CIRCLE"",""original"":""دائرة"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""Natural circle noun."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","Natural circle noun.","high"
"2729:4","{""headwordIndex"":2729,""translationIndex"":4,""english"":""FRAMES"",""original"":""إطارات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""natural-preferred"",""reason"":""FRAMES — إطارات: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2729,""translationIndex"":4,""english"":""FRAMES"",""original"":""إطارات"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The correctly spelled frames plural is natural."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The correctly spelled frames plural is natural.","high"
"2151:1","{""headwordIndex"":2151,""translationIndex"":1,""english"":""PLACED"",""original"":""وضعت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""PLACED — وضعت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":2151,""translationIndex"":1,""english"":""PLACED"",""original"":""وضعت"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""The past verb placed has a natural Arabic finite form."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","The past verb placed has a natural Arabic finite form.","high"
"5785:2","{""headwordIndex"":5785,""translationIndex"":2,""english"":""INVEST"",""original"":""استثمار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""valid-alternative"",""reason"":""INVEST — استثمار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","{""headwordIndex"":5785,""translationIndex"":2,""english"":""INVEST"",""original"":""استثمار"",""status"":""approved"",""register"":""msa"",""confidence"":""high"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":false,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""reasonCode"":""batch005-qa-independent-pass"",""reason"":""استثمار naturally cites the investing action; surface infinitive morphology need not match."",""reviewer"":""AI-assisted linguistic review"",""sources"":[]}","استثمار naturally cites the investing action; surface infinitive morphology need not match.","high"
