"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","sourceId","referenceArabic","referenceConflict","sense"
"1638","0","DEVICES","الاجهزة","review","msa","medium","","","","","noun","orthography-review","DEVICES — الاجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1638:0","الأجهزة","false",""
"1638","1","DEVICES","اجهزة","review","msa","medium","","","","","noun","orthography-review","DEVICES — اجهزة: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1638:1","الأجهزة","false",""
"1639","0","LORD","ربي","review","msa","medium","","","","","noun","construction-or-sense-review","LORD — ربي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1639:0","مولاي","false",""
"1639","2","LORD","لورد","review","uncertain","medium","","","","","noun","register-review","LORD — لورد: Register or status of this borrowing/form needs evidence. Neither automatic dialect rejection nor unsupported MSA approval.","AI-assisted linguistic review","[]","1639:2","مولاي","false",""
"1639","3","LORD","مولاي","review","msa","medium","","","","","noun","construction-or-sense-review","LORD — مولاي: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1639:3","مولاي","true",""
"1640","2","GRANT","جرانت","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","GRANT — جرانت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1640:2","منحة","false",""
"1640","3","GRANT","غرانت","review","uncertain","high","false","false","false","false","noun","unsuitable-unclassified","GRANT — غرانت: This rendering does not supply a natural learner equivalent of the English sense. Both directions withheld; register is unresolved so status remains review.","AI-assisted linguistic review","[]","1640:3","منحة","false",""
"1642","1","AGREE","اوافق","review","msa","medium","","","","","verb","orthography-review","AGREE — اوافق: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1642:1","موافق","false",""
"1642","3","AGREE","موافق","review","msa","medium","","","","","adjective","construction-or-sense-review","AGREE — موافق: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1642:3","موافق","true",""
"1643","0","FICTION","الخيال","review","msa","medium","","","","","noun","construction-or-sense-review","FICTION — الخيال: الخيال can mean imagination or fiction; retain the literary-sense question rather than restricting merely because fantasy is another synonym.","AI-assisted linguistic review","[]","1643:0","الخيال","true",""
"1644","1","HEAR","اسمع","review","msa","medium","","","","","verb","orthography-review","HEAR — اسمع: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1644:1","اسمع","true",""
"1645","0","SOMETIMES","احيانا","review","msa","medium","","","","","adverb","orthography-review","SOMETIMES — احيانا: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1645:0","أحياناً","false",""
"1647","2","CAREERS","وظائف","review","msa","medium","","","","","noun","construction-or-sense-review","CAREERS — وظائف: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","1647:2","وظائف","true",""
"1650","1","FAMILIES","الاسر","review","msa","medium","","","","","noun","orthography-review","FAMILIES — الاسر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1650:1","الأسر","false",""
"1650","3","FAMILIES","اسر","review","msa","medium","","","","","noun","orthography-review","FAMILIES — اسر: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","1650:3","الأسر","false",""
