"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","preferredForEnToAr","preferredForArToEn","directionReason","partOfSpeech","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason","sense"
"422","1","PHOTOS","صور","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of PHOTOS. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to IMAGES, PICTURES. Does not restrict EN → AR.","noun","stage3a:h422:t1","review","uncertain","صور","صور","صور","الصور","false","",""
"424","0","THREAD","خيط","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of THREAD in the strand sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to STRING. Does not restrict EN → AR.","noun","stage3a:h424:t0","review","uncertain","خيط","خيط","خيط","موضوع","false","","strand"
"424","1","THREAD","الخيط","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of THREAD in the strand sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to STRING. Does not restrict EN → AR.","noun","stage3a:h424:t1","review","uncertain","الخيط","الخيط","الخيط","موضوع","false","","strand"
"424","2","THREAD","موضوع","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of THREAD in the discussion thread sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SUBJECT, THEME, TOPIC. Does not restrict EN → AR.","noun","stage3a:h424:t2","review","uncertain","موضوع","موضوع","موضوع","موضوع","false","","discussion thread"
"425","0","WEEK","اسبوعا","review","uncertain","medium","needs-linguistic-confirmation","WEEK → اسبوعا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h425:t0","review","uncertain","اسبوعا","اسبوعا","اسبوعا","الأسبوع","false","",""
"425","1","WEEK","الاسبوع","review","uncertain","medium","needs-linguistic-confirmation","WEEK → الاسبوع: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h425:t1","review","uncertain","الاسبوع","الاسبوع","الاسبوع","الأسبوع","false","",""
"425","2","WEEK","اسبوع","review","uncertain","medium","needs-linguistic-confirmation","WEEK → اسبوع: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h425:t2","review","uncertain","اسبوع","اسبوع","اسبوع","الأسبوع","false","",""
"425","3","WEEK","الأسبوع","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of WEEK. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h425:t3","review","uncertain","الأسبوع","الأسبوع","الأسبوع","الأسبوع","false","",""
"426","0","CATEGORY","الفئة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of CATEGORY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CLASS. Does not restrict EN → AR.","noun","stage3a:h426:t0","review","uncertain","الفئة","الفئة","الفئة","الفئة","false","",""
"426","1","CATEGORY","فئة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of CATEGORY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CLASS. Does not restrict EN → AR.","noun","stage3a:h426:t1","review","uncertain","فئة","فئة","فئة","الفئة","false","",""
"427","0","NOTE","ملاحظة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of NOTE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to NOTED, OBSERVATION, REMARK. Does not restrict EN → AR.","noun","stage3a:h427:t0","review","uncertain","ملاحظة","ملاحظة","ملاحظة","ملاحظة","false","",""
"427","1","NOTE","ملحوظة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of NOTE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h427:t1","review","uncertain","ملحوظة","ملحوظة","ملحوظة","ملاحظة","false","",""
"427","2","NOTE","الملاحظة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of NOTE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to NOTED, OBSERVATION, REMARK. Does not restrict EN → AR.","noun","stage3a:h427:t2","review","uncertain","الملاحظة","الملاحظة","الملاحظة","ملاحظة","false","",""
"428","0","LIVE","تعيش","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LIVE in the reside or be alive sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","verb","stage3a:h428:t0","review","uncertain","تعيش","تعيش","تعيش","بث مباشر","false","","reside or be alive"
"428","1","LIVE","يعيش","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LIVE in the reside or be alive sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","verb","stage3a:h428:t1","review","uncertain","يعيش","يعيش","يعيش","بث مباشر","false","","reside or be alive"
"428","2","LIVE","مباشر","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LIVE in the broadcast in real time sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to DIRECT. Does not restrict EN → AR.","adjective","stage3a:h428:t2","review","uncertain","مباشر","مباشر","مباشر","بث مباشر","false","","broadcast in real time"
"428","3","LIVE","عيش","review","uncertain","medium","needs-linguistic-confirmation","LIVE → عيش: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h428:t3","review","uncertain","عيش","عيش","عيش","بث مباشر","false","",""
"428","4","LIVE","العيش","review","uncertain","medium","needs-linguistic-confirmation","LIVE → العيش: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h428:t4","review","uncertain","العيش","العيش","العيش","بث مباشر","false","",""
"428","5","LIVE","عش","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LIVE in the live (imperative) sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to NEST. Does not restrict EN → AR.","verb","stage3a:h428:t5","review","uncertain","عش","عش","عش","بث مباشر","false","","live (imperative)"
"428","6","LIVE","بث مباشر","review","msa","medium","needs-linguistic-confirmation","LIVE → بث مباشر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h428:t6","review","uncertain","بث مباشر","بثمباشر","بثمباشر","بث مباشر","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
"429","0","LARGE","كبيرة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LARGE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BIG, CONSIDERABLE, SUBSTANTIAL, SUBSTANTIALLY. Does not restrict EN → AR.","adjective","stage3a:h429:t0","review","uncertain","كبيرة","كبيرة","كبيرة","كبير","false","",""
"429","1","LARGE","كبير","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LARGE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BIG. Does not restrict EN → AR.","adjective","stage3a:h429:t1","review","uncertain","كبير","كبير","كبير","كبير","false","",""
"430","0","GALLERY","المعرض","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of GALLERY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to EXHIBIT, EXHIBITION, EXPO. Does not restrict EN → AR.","noun","stage3a:h430:t0","review","uncertain","المعرض","المعرض","المعرض","معرض الصور","false","",""
"430","1","GALLERY","معرض","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of GALLERY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to EXHIBIT, EXHIBITION, EXPO. Does not restrict EN → AR.","noun","stage3a:h430:t1","review","uncertain","معرض","معرض","معرض","معرض الصور","false","",""
"430","2","GALLERY","معرض الصور","rejected","msa","high","incorrect-or-mismatched-equivalent","Adds pictures; a picture gallery is narrower than gallery alone.","AI-assisted linguistic review","","false","false","false","","","stage3a:h430:t2","review","uncertain","معرض الصور","معرضالصور","معرضالصور","معرض الصور","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
"431","0","TABLE","الجدول","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TABLE in the tabulated information sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SCHEDULE. Does not restrict EN → AR.","noun","stage3a:h431:t0","review","uncertain","الجدول","الجدول","الجدول","الجدول","false","","tabulated information"
"431","1","TABLE","جدول","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TABLE in the tabulated information sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SCHEDULE. Does not restrict EN → AR.","noun","stage3a:h431:t1","review","uncertain","جدول","جدول","جدول","الجدول","false","","tabulated information"
"431","2","TABLE","الطاولة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TABLE in the piece of furniture sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BACKGAMMON. Does not restrict EN → AR.","noun","stage3a:h431:t2","review","uncertain","الطاولة","الطاولة","الطاولة","الجدول","false","","piece of furniture"
"432","0","REGISTER","سجل","review","uncertain","medium","needs-linguistic-confirmation","REGISTER → سجل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h432:t0","review","uncertain","سجل","سجل","سجل","التسجيل","false","",""
"432","1","REGISTER","تسجيل","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of REGISTER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ENROLLMENT, RECORD, RECORDING, REGISTRATION. Does not restrict EN → AR.","noun","stage3a:h432:t1","review","uncertain","تسجيل","تسجيل","تسجيل","التسجيل","false","",""
"432","2","REGISTER","السجل","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of REGISTER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LOG, RECORD, REGISTRY, SCORED. Does not restrict EN → AR.","noun","stage3a:h432:t2","review","uncertain","السجل","السجل","السجل","التسجيل","false","",""
"432","3","REGISTER","التسجيل","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of REGISTER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ENROLLMENT, RECORD, RECORDING, REGISTRATION. Does not restrict EN → AR.","noun","stage3a:h432:t3","review","uncertain","التسجيل","التسجيل","التسجيل","التسجيل","false","",""
"433","0","HOWEVER","ومع ذلك","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of HOWEVER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to NEVERTHELESS. Does not restrict EN → AR.","conjunction","stage3a:h433:t0","review","uncertain","ومع ذلك","ومعذلك","ومعذلك","ومع ذلك","false","",""
"434","0","JUNE","حزيران","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of JUNE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h434:t0","review","uncertain","حزيران","حزيران","حزيران","حزيران/يونيه","false","",""
"434","1","JUNE","يونيو","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of JUNE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h434:t1","review","uncertain","يونيو","يونيو","يونيو","حزيران/يونيه","false","",""
"434","2","JUNE","يونيه","review","uncertain","medium","needs-linguistic-confirmation","JUNE → يونيه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h434:t2","review","uncertain","يونيه","يونيه","يونيه","حزيران/يونيه","false","",""
"435","0","OCTOBER","اكتوبر","review","uncertain","medium","needs-linguistic-confirmation","OCTOBER → اكتوبر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h435:t0","review","uncertain","اكتوبر","اكتوبر","اكتوبر","أكتوبر / تشرين الأول","false","",""
"435","1","OCTOBER","أكتوبر","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of OCTOBER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h435:t1","review","uncertain","أكتوبر","أكتوبر","أكتوبر","أكتوبر / تشرين الأول","false","",""
"435","2","OCTOBER","تشرين الأول","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of OCTOBER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h435:t2","review","uncertain","تشرين الأول","تشرينالأول","تشرينالأول","أكتوبر / تشرين الأول","false","",""
"436","0","NOVEMBER","نوفمبر","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of NOVEMBER. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h436:t0","review","uncertain","نوفمبر","نوفمبر","نوفمبر","نوفمبر تشرين الثاني","false","",""
"436","1","NOVEMBER","نوفمبر تشرين الثاني","review","uncertain","medium","needs-linguistic-confirmation","NOVEMBER → نوفمبر تشرين الثاني: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h436:t1","review","uncertain","نوفمبر تشرين الثاني","نوفمبرتشرينالثاني","نوفمبرتشرينالثاني","نوفمبر تشرين الثاني","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
"437","0","MARKET","سوق","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MARKET. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to MARKETPLACE. Does not restrict EN → AR.","noun","stage3a:h437:t0","review","uncertain","سوق","سوق","سوق","السوق","false","",""
"437","1","MARKET","السوق","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MARKET. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to MARKETPLACE. Does not restrict EN → AR.","noun","stage3a:h437:t1","review","uncertain","السوق","السوق","السوق","السوق","false","",""
"438","0","LIBRARY","مكتبة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LIBRARY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h438:t0","review","uncertain","مكتبة","مكتبة","مكتبة","المكتبة العامة","false","",""
"438","1","LIBRARY","المكتبة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LIBRARY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h438:t1","review","uncertain","المكتبة","المكتبة","المكتبة","المكتبة العامة","false","",""
"438","2","LIBRARY","المكتبة العامة","rejected","msa","high","incorrect-or-mismatched-equivalent","Adds public; public library is narrower than library alone.","AI-assisted linguistic review","","false","false","false","","","stage3a:h438:t2","review","uncertain","المكتبة العامة","المكتبةالعامة","المكتبةالعامة","المكتبة العامة","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
"440","0","ACTION","اكشن","review","uncertain","medium","needs-linguistic-confirmation","ACTION → اكشن: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","","","","","stage3a:h440:t0","review","uncertain","اكشن","اكشن","اكشن","الإجراء المتخذ","false","",""
"440","1","ACTION","العمل","review","uncertain","medium","needs-linguistic-confirmation","ACTION → العمل: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","","","","","stage3a:h440:t1","review","uncertain","العمل","العمل","العمل","الإجراء المتخذ","false","",""
"440","2","ACTION","الاجراء","review","uncertain","medium","needs-linguistic-confirmation","ACTION → الاجراء: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","","","","","stage3a:h440:t2","review","uncertain","الاجراء","الاجراء","الاجراء","الإجراء المتخذ","false","",""
"440","3","ACTION","اجراء","review","uncertain","medium","needs-linguistic-confirmation","ACTION → اجراء: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","","","","","stage3a:h440:t3","review","uncertain","اجراء","اجراء","اجراء","الإجراء المتخذ","false","",""
"440","4","ACTION","الحركة","review","uncertain","medium","needs-linguistic-confirmation","ACTION → الحركة: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","","","","","stage3a:h440:t4","review","uncertain","الحركة","الحركة","الحركة","الإجراء المتخذ","false","",""
"440","5","ACTION","الإجراء المتخذ","rejected","msa","high","incorrect-or-mismatched-equivalent","Adds taken and definiteness: the action taken, not action alone.","AI-assisted linguistic review","","false","false","false","","","stage3a:h440:t5","review","uncertain","الإجراء المتخذ","الإجراءالمتخذ","الإجراءالمتخذ","الإجراء المتخذ","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
"441","0","START","بداية","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of START. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BEGINNING. Does not restrict EN → AR.","noun","stage3a:h441:t0","review","uncertain","بداية","بداية","بداية","ابدأ","false","",""
"441","1","START","البداية","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of START. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BEGINNING. Does not restrict EN → AR.","noun","stage3a:h441:t1","review","uncertain","البداية","البداية","البداية","ابدأ","false","",""
"441","2","START","بدء","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of START. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to STARTING. Does not restrict EN → AR.","noun","stage3a:h441:t2","review","uncertain","بدء","بدء","بدء","ابدأ","false","",""
"441","3","START","ابدأ","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of START. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BEGIN. Does not restrict EN → AR.","verb","stage3a:h441:t3","review","uncertain","ابدأ","ابدأ","ابدأ","ابدأ","false","",""
"442","0","SERIES","مسلسل","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of SERIES. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SERIAL. Does not restrict EN → AR.","noun","stage3a:h442:t0","review","uncertain","مسلسل","مسلسل","مسلسل","سلسلة","false","",""
"442","1","SERIES","سلسلة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of SERIES. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CHAIN, STRING. Does not restrict EN → AR.","noun","stage3a:h442:t1","review","uncertain","سلسلة","سلسلة","سلسلة","سلسلة","false","",""
"442","2","SERIES","السلسلة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of SERIES. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CHAIN, STRING. Does not restrict EN → AR.","noun","stage3a:h442:t2","review","uncertain","السلسلة","السلسلة","السلسلة","سلسلة","false","",""
"442","3","SERIES","مسلسلات","review","uncertain","medium","needs-linguistic-confirmation","SERIES → مسلسلات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h442:t3","review","uncertain","مسلسلات","مسلسلات","مسلسلات","سلسلة","false","",""
"443","0","MODEL","الموديل","review","uncertain","medium","needs-linguistic-confirmation","MODEL → الموديل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h443:t0","review","uncertain","الموديل","الموديل","الموديل","نموذج","false","",""
"443","1","MODEL","عارض","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MODEL in the person modeling clothes sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to OPPOSED, VIEWER. Does not restrict EN → AR.","noun","stage3a:h443:t1","review","uncertain","عارض","عارض","عارض","نموذج","false","","person modeling clothes"
"443","2","MODEL","نموذج","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MODEL in the representation or example sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to FORM. Does not restrict EN → AR.","noun","stage3a:h443:t2","review","uncertain","نموذج","نموذج","نموذج","نموذج","false","","representation or example"
"443","3","MODEL","موديل","review","uncertain","medium","needs-linguistic-confirmation","MODEL → موديل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h443:t3","review","uncertain","موديل","موديل","موديل","نموذج","false","",""
"443","4","MODEL","النموذج","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MODEL in the representation or example sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to FORM. Does not restrict EN → AR.","noun","stage3a:h443:t4","review","uncertain","النموذج","النموذج","النموذج","نموذج","false","","representation or example"
"444","0","FEATURES","الملامح","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of FEATURES in the facial features sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h444:t0","review","uncertain","الملامح","الملامح","الملامح","المميزات","false","","facial features"
"444","1","FEATURES","سمات","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of FEATURES in the characteristics sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ATTRIBUTES. Does not restrict EN → AR.","noun","stage3a:h444:t1","review","uncertain","سمات","سمات","سمات","المميزات","false","","characteristics"
"444","2","FEATURES","السمات","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of FEATURES in the characteristics sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ATTRIBUTES. Does not restrict EN → AR.","noun","stage3a:h444:t2","review","uncertain","السمات","السمات","السمات","المميزات","false","","characteristics"
"444","3","FEATURES","الميزات","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of FEATURES in the advantages or capabilities sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h444:t3","review","uncertain","الميزات","الميزات","الميزات","المميزات","false","","advantages or capabilities"
"444","4","FEATURES","ميزات","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of FEATURES in the advantages or capabilities sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h444:t4","review","uncertain","ميزات","ميزات","ميزات","المميزات","false","","advantages or capabilities"
