"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason"
"369","0","SAVE","حفظ","review","uncertain","medium","needs-linguistic-confirmation","SAVE → حفظ: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h369:t0","review","uncertain","حفظ","حفظ","حفظ","احفظ","false",""
"369","1","SAVE","انقاذ","review","uncertain","medium","needs-linguistic-confirmation","SAVE → انقاذ: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h369:t1","review","uncertain","انقاذ","انقاذ","انقاذ","احفظ","false",""
"370","0","TOOLS","ادوات","review","uncertain","medium","needs-linguistic-confirmation","TOOLS → ادوات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h370:t0","review","uncertain","ادوات","ادوات","ادوات","أدوات","false",""
"370","1","TOOLS","الادوات","review","uncertain","medium","needs-linguistic-confirmation","TOOLS → الادوات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h370:t1","review","uncertain","الادوات","الادوات","الادوات","أدوات","false",""
"371","2","LOW","تدني","review","uncertain","medium","needs-linguistic-confirmation","LOW → تدني: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h371:t2","review","uncertain","تدني","تدني","تدني","منخفض","false",""
"371","3","LOW","انخفاض","review","uncertain","medium","needs-linguistic-confirmation","LOW → انخفاض: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h371:t3","review","uncertain","انخفاض","انخفاض","انخفاض","منخفض","false",""
"374","1","DECEMBER","ديسمبر كانون الأول","review","uncertain","medium","needs-linguistic-confirmation","DECEMBER → ديسمبر كانون الأول: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h374:t1","review","uncertain","ديسمبر كانون الأول","ديسمبركانونالأول","ديسمبركانونالأول","ديسمبر كانون الأول","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"375","0","COMPARE","مقارنة","review","msa","medium","needs-linguistic-confirmation","COMPARE → مقارنة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h375:t0","review","uncertain","مقارنة","مقارنة","مقارنة","مقارنة","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"375","1","COMPARE","تقارن","review","uncertain","medium","needs-linguistic-confirmation","COMPARE → تقارن: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h375:t1","review","uncertain","تقارن","تقارن","تقارن","مقارنة","false",""
"376","0","MOVIES","الافلام","review","uncertain","medium","needs-linguistic-confirmation","MOVIES → الافلام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h376:t0","review","uncertain","الافلام","الافلام","الافلام","أفلام","false",""
"376","1","MOVIES","افلام","review","uncertain","medium","needs-linguistic-confirmation","MOVIES → افلام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h376:t1","review","uncertain","افلام","افلام","افلام","أفلام","false",""
"377","1","INCLUDE","تضمين","review","msa","medium","needs-linguistic-confirmation","INCLUDE → تضمين: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h377:t1","review","uncertain","تضمين","تضمين","تضمين","تشمل","false",""
"383","2","CARD","كارد","review","uncertain","medium","needs-linguistic-confirmation","CARD → كارد: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h383:t2","review","uncertain","كارد","كارد","كارد","بطاقة","false",""
"383","3","CARD","كارت","review","uncertain","medium","needs-linguistic-confirmation","CARD → كارت: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h383:t3","review","uncertain","كارت","كارت","كارت","بطاقة","false",""
"385","1","PROVIDE","توفير","review","msa","medium","needs-linguistic-confirmation","PROVIDE → توفير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h385:t1","review","uncertain","توفير","توفير","توفير","توفير","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"389","2","DIFFERENT","مختلفا","review","uncertain","medium","needs-linguistic-confirmation","DIFFERENT → مختلفا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h389:t2","review","uncertain","مختلفا","مختلفا","مختلفا","مختلف","false",""
"389","3","DIFFERENT","مختلفين","review","uncertain","medium","needs-linguistic-confirmation","DIFFERENT → مختلفين: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h389:t3","review","uncertain","مختلفين","مختلفين","مختلفين","مختلف","false",""
"391","3","LEARN","التعلم","review","msa","medium","needs-linguistic-confirmation","LEARN → التعلم: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h391:t3","review","uncertain","التعلم","التعلم","التعلم","تعلم","false",""
"393","1","AROUND","حولي","review","uncertain","medium","needs-linguistic-confirmation","AROUND → حولي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h393:t1","review","uncertain","حولي","حولي","حولي","حول","false",""
"403","0","TOO","ايضا","review","uncertain","medium","needs-linguistic-confirmation","TOO → ايضا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h403:t0","review","uncertain","ايضا","ايضا","ايضا","أيضا","false",""
"406","2","JOIN","الانضمام","review","uncertain","medium","needs-linguistic-confirmation","JOIN → الانضمام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h406:t2","review","uncertain","الانضمام","الانضمام","الانضمام","انضم","false",""
"406","3","JOIN","انضمام","review","uncertain","medium","needs-linguistic-confirmation","JOIN → انضمام: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h406:t3","review","uncertain","انضمام","انضمام","انضمام","انضم","false",""
"409","1","CATEGORIES","الاصناف","review","uncertain","medium","needs-linguistic-confirmation","CATEGORIES → الاصناف: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h409:t1","review","uncertain","الاصناف","الاصناف","الاصناف","الفئات","false",""
"411","2","WEST","غربا","review","uncertain","medium","needs-linguistic-confirmation","WEST → غربا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h411:t2","review","uncertain","غربا","غربا","غربا","غربا","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"411","4","WEST","غربي","review","uncertain","medium","needs-linguistic-confirmation","WEST → غربي: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h411:t4","review","uncertain","غربي","غربي","غربي","غربا","false",""
"414","0","ENGLISH","الانجليزية","review","uncertain","medium","needs-linguistic-confirmation","ENGLISH → الانجليزية: Existing spellings mostly omit hamza; one relationship is the wrong language. No new replacement is invented.","AI-assisted linguistic review","","false","stage3a:h414:t0","review","uncertain","الانجليزية","الانجليزية","الانجليزية","العربية","false",""
"414","1","ENGLISH","انجليزي","review","uncertain","medium","needs-linguistic-confirmation","ENGLISH → انجليزي: Existing spellings mostly omit hamza; one relationship is the wrong language. No new replacement is invented.","AI-assisted linguistic review","","false","stage3a:h414:t1","review","uncertain","انجليزي","انجليزي","انجليزي","العربية","false",""
"414","2","ENGLISH","انجليزية","review","uncertain","medium","needs-linguistic-confirmation","ENGLISH → انجليزية: Existing spellings mostly omit hamza; one relationship is the wrong language. No new replacement is invented.","AI-assisted linguistic review","","false","stage3a:h414:t2","review","uncertain","انجليزية","انجليزية","انجليزية","العربية","false",""
"414","3","ENGLISH","الانكليزية","review","uncertain","medium","needs-linguistic-confirmation","ENGLISH → الانكليزية: Existing spellings mostly omit hamza; one relationship is the wrong language. No new replacement is invented.","AI-assisted linguistic review","","false","stage3a:h414:t3","review","uncertain","الانكليزية","الانكليزية","الانكليزية","العربية","false",""
"414","4","ENGLISH","بالانكليزية","review","uncertain","medium","needs-linguistic-confirmation","ENGLISH → بالانكليزية: Existing spellings mostly omit hamza; one relationship is the wrong language. No new replacement is invented.","AI-assisted linguistic review","","false","stage3a:h414:t4","review","uncertain","بالانكليزية","بالانكليزية","بالانكليزية","العربية","false",""
"417","2","ESTATE","العقارات","review","uncertain","medium","needs-linguistic-confirmation","ESTATE → العقارات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h417:t2","review","uncertain","العقارات","العقارات","العقارات","العقارات","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"419","0","CONDITIONS","الاحوال","review","uncertain","medium","needs-linguistic-confirmation","CONDITIONS → الاحوال: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h419:t0","review","uncertain","الاحوال","الاحوال","الاحوال","الشروط","false",""
"420","1","SELECT","تحديد","review","uncertain","medium","needs-linguistic-confirmation","SELECT → تحديد: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h420:t1","review","uncertain","تحديد","تحديد","تحديد","اختر","false",""
"425","0","WEEK","اسبوعا","review","uncertain","medium","needs-linguistic-confirmation","WEEK → اسبوعا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h425:t0","review","uncertain","اسبوعا","اسبوعا","اسبوعا","الأسبوع","false",""
"425","1","WEEK","الاسبوع","review","uncertain","medium","needs-linguistic-confirmation","WEEK → الاسبوع: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h425:t1","review","uncertain","الاسبوع","الاسبوع","الاسبوع","الأسبوع","false",""
"425","2","WEEK","اسبوع","review","uncertain","medium","needs-linguistic-confirmation","WEEK → اسبوع: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h425:t2","review","uncertain","اسبوع","اسبوع","اسبوع","الأسبوع","false",""
"428","3","LIVE","عيش","review","uncertain","medium","needs-linguistic-confirmation","LIVE → عيش: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h428:t3","review","uncertain","عيش","عيش","عيش","بث مباشر","false",""
"428","4","LIVE","العيش","review","uncertain","medium","needs-linguistic-confirmation","LIVE → العيش: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h428:t4","review","uncertain","العيش","العيش","العيش","بث مباشر","false",""
"428","6","LIVE","بث مباشر","review","msa","medium","needs-linguistic-confirmation","LIVE → بث مباشر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h428:t6","review","uncertain","بث مباشر","بثمباشر","بثمباشر","بث مباشر","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"432","0","REGISTER","سجل","review","uncertain","medium","needs-linguistic-confirmation","REGISTER → سجل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h432:t0","review","uncertain","سجل","سجل","سجل","التسجيل","false",""
"434","2","JUNE","يونيه","review","uncertain","medium","needs-linguistic-confirmation","JUNE → يونيه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h434:t2","review","uncertain","يونيه","يونيه","يونيه","حزيران/يونيه","false",""
"435","0","OCTOBER","اكتوبر","review","uncertain","medium","needs-linguistic-confirmation","OCTOBER → اكتوبر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h435:t0","review","uncertain","اكتوبر","اكتوبر","اكتوبر","أكتوبر / تشرين الأول","false",""
"436","1","NOVEMBER","نوفمبر تشرين الثاني","review","uncertain","medium","needs-linguistic-confirmation","NOVEMBER → نوفمبر تشرين الثاني: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h436:t1","review","uncertain","نوفمبر تشرين الثاني","نوفمبرتشرينالثاني","نوفمبرتشرينالثاني","نوفمبر تشرين الثاني","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"440","0","ACTION","اكشن","review","uncertain","medium","needs-linguistic-confirmation","ACTION → اكشن: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","stage3a:h440:t0","review","uncertain","اكشن","اكشن","اكشن","الإجراء المتخذ","false",""
"440","1","ACTION","العمل","review","uncertain","medium","needs-linguistic-confirmation","ACTION → العمل: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","stage3a:h440:t1","review","uncertain","العمل","العمل","العمل","الإجراء المتخذ","false",""
"440","2","ACTION","الاجراء","review","uncertain","medium","needs-linguistic-confirmation","ACTION → الاجراء: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","stage3a:h440:t2","review","uncertain","الاجراء","الاجراء","الاجراء","الإجراء المتخذ","false",""
"440","3","ACTION","اجراء","review","uncertain","medium","needs-linguistic-confirmation","ACTION → اجراء: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","stage3a:h440:t3","review","uncertain","اجراء","اجراء","اجراء","الإجراء المتخذ","false",""
"440","4","ACTION","الحركة","review","uncertain","medium","needs-linguistic-confirmation","ACTION → الحركة: Existing alternatives mix vague action/work/movement senses and spelling issues; no preferred equivalent is certified.","AI-assisted linguistic review","","false","stage3a:h440:t4","review","uncertain","الحركة","الحركة","الحركة","الإجراء المتخذ","false",""
"442","3","SERIES","مسلسلات","review","uncertain","medium","needs-linguistic-confirmation","SERIES → مسلسلات: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h442:t3","review","uncertain","مسلسلات","مسلسلات","مسلسلات","سلسلة","false",""
"443","0","MODEL","الموديل","review","uncertain","medium","needs-linguistic-confirmation","MODEL → الموديل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h443:t0","review","uncertain","الموديل","الموديل","الموديل","نموذج","false",""
"443","3","MODEL","موديل","review","uncertain","medium","needs-linguistic-confirmation","MODEL → موديل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h443:t3","review","uncertain","موديل","موديل","موديل","نموذج","false",""
"448","0","HUMAN","انسان","review","uncertain","medium","needs-linguistic-confirmation","HUMAN → انسان: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h448:t0","review","uncertain","انسان","انسان","انسان","الإنسان","false",""
"448","3","HUMAN","الانسان","review","uncertain","medium","needs-linguistic-confirmation","HUMAN → الانسان: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h448:t3","review","uncertain","الانسان","الانسان","الانسان","الإنسان","false",""
"449","0","PROVIDED","شريطة","review","msa","medium","needs-linguistic-confirmation","PROVIDED → شريطة: Conditional provided that needs a complement; participial sense is also underspecified.","AI-assisted linguistic review","","false","stage3a:h449:t0","review","uncertain","شريطة","شريطة","شريطة","المقدمة","false",""
"449","1","PROVIDED","المقدمة","review","msa","medium","needs-linguistic-confirmation","PROVIDED → المقدمة: Conditional provided that needs a complement; participial sense is also underspecified.","AI-assisted linguistic review","","false","stage3a:h449:t1","review","uncertain","المقدمة","المقدمة","المقدمة","المقدمة","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"450","0","YES","حاضر","review","msa","medium","needs-linguistic-confirmation","YES → حاضر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h450:t0","review","uncertain","حاضر","حاضر","حاضر","نعم فعلا","false",""
"450","1","YES","اجل","review","uncertain","medium","needs-linguistic-confirmation","YES → اجل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h450:t1","review","uncertain","اجل","اجل","اجل","نعم فعلا","false",""
"450","4","YES","نعم فعلا","review","uncertain","medium","needs-linguistic-confirmation","YES → نعم فعلا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h450:t4","review","uncertain","نعم فعلا","نعمفعلا","نعمفعلا","نعم فعلا","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"452","0","SECOND","ثانيا","review","uncertain","medium","needs-linguistic-confirmation","SECOND → ثانيا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h452:t0","review","uncertain","ثانيا","ثانيا","ثانيا","الثانية","false",""
"452","1","SECOND","الثانيه","review","uncertain","medium","needs-linguistic-confirmation","SECOND → الثانيه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h452:t1","review","uncertain","الثانيه","الثانيه","الثانيه","الثانية","false",""
"458","3","MARCH","اذار","review","uncertain","medium","needs-linguistic-confirmation","MARCH → اذار: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h458:t3","review","uncertain","اذار","اذار","اذار","مسيرة","false",""
"459","0","SEPTEMBER","ايلول","review","uncertain","medium","needs-linguistic-confirmation","SEPTEMBER → ايلول: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h459:t0","review","uncertain","ايلول","ايلول","ايلول","سبتمبر/أيلول","false",""
"460","0","BETTER","احسن","review","uncertain","medium","needs-linguistic-confirmation","BETTER → احسن: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h460:t0","review","uncertain","احسن","احسن","احسن","أفضل","false",""
"460","1","BETTER","افضل","review","uncertain","medium","needs-linguistic-confirmation","BETTER → افضل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h460:t1","review","uncertain","افضل","افضل","افضل","أفضل","false",""
"461","3","SAY","قول","review","uncertain","medium","needs-linguistic-confirmation","SAY → قول: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h461:t3","review","uncertain","قول","قول","قول","قولي","false",""
"461","4","SAY","اقول","review","uncertain","medium","needs-linguistic-confirmation","SAY → اقول: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h461:t4","review","uncertain","اقول","اقول","اقول","قولي","false",""
"462","0","QUESTIONS","الاسئلة","review","uncertain","medium","needs-linguistic-confirmation","QUESTIONS → الاسئلة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h462:t0","review","uncertain","الاسئلة","الاسئلة","الاسئلة","أسئلة","false",""
"462","1","QUESTIONS","اسئلة","review","uncertain","medium","needs-linguistic-confirmation","QUESTIONS → اسئلة: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h462:t1","review","uncertain","اسئلة","اسئلة","اسئلة","أسئلة","false",""
"469","1","COME","تعالى","review","uncertain","medium","needs-linguistic-confirmation","COME → تعالى: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h469:t1","review","uncertain","تعالى","تعالى","تعالى","تعال","false",""
"480","3","PLAY","تشغيل","review","uncertain","medium","needs-linguistic-confirmation","PLAY → تشغيل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h480:t3","review","uncertain","تشغيل","تشغيل","تشغيل","إلعب","false",""
"480","6","PLAY","إلعب","review","uncertain","medium","needs-linguistic-confirmation","PLAY → إلعب: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h480:t6","review","uncertain","إلعب","إلعب","إلعب","إلعب","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"481","0","LOOKING","ابحث","review","uncertain","medium","needs-linguistic-confirmation","LOOKING → ابحث: Imperative, verbal noun and searching are not automatically the participle looking.","AI-assisted linguistic review","","false","stage3a:h481:t0","review","uncertain","ابحث","ابحث","ابحث","يبحث","false",""
"481","1","LOOKING","النظر","review","uncertain","medium","needs-linguistic-confirmation","LOOKING → النظر: Imperative, verbal noun and searching are not automatically the participle looking.","AI-assisted linguistic review","","false","stage3a:h481:t1","review","uncertain","النظر","النظر","النظر","يبحث","false",""
"481","2","LOOKING","يبحث","review","uncertain","medium","needs-linguistic-confirmation","LOOKING → يبحث: Imperative, verbal noun and searching are not automatically the participle looking.","AI-assisted linguistic review","","false","stage3a:h481:t2","review","uncertain","يبحث","يبحث","يبحث","يبحث","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"483","0","APRIL","ابريل","review","uncertain","medium","needs-linguistic-confirmation","APRIL → ابريل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h483:t0","review","uncertain","ابريل","ابريل","ابريل","أبريل/نيسان","false",""
"484","0","NEVER","ابدا","review","uncertain","medium","needs-linguistic-confirmation","NEVER → ابدا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h484:t0","review","uncertain","ابدا","ابدا","ابدا","أبداً","false",""
"485","4","USERS","مستخدمو","review","uncertain","medium","needs-linguistic-confirmation","USERS → مستخدمو: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h485:t4","review","uncertain","مستخدمو","مستخدمو","مستخدمو","المستخدمون","false",""
"486","1","COMPLETE","اكتمل","review","uncertain","medium","needs-linguistic-confirmation","COMPLETE → اكتمل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h486:t1","review","uncertain","اكتمل","اكتمل","اكتمل","اكتمل","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"491","0","THINGS","اشياء","review","uncertain","medium","needs-linguistic-confirmation","THINGS → اشياء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h491:t0","review","uncertain","اشياء","اشياء","اشياء","أشياء","false",""
"491","1","THINGS","الاشياء","review","uncertain","medium","needs-linguistic-confirmation","THINGS → الاشياء: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h491:t1","review","uncertain","الاشياء","الاشياء","الاشياء","أشياء","false",""
"491","2","THINGS","الامور","review","uncertain","medium","needs-linguistic-confirmation","THINGS → الامور: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h491:t2","review","uncertain","الامور","الامور","الامور","أشياء","false",""
"491","3","THINGS","امور","review","uncertain","medium","needs-linguistic-confirmation","THINGS → امور: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h491:t3","review","uncertain","امور","امور","امور","أشياء","false",""
"492","2","WORKING","العمل","review","uncertain","medium","needs-linguistic-confirmation","WORKING → العمل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h492:t2","review","uncertain","العمل","العمل","العمل","العمل","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"497","1","BELOW","ادناه","review","uncertain","medium","needs-linguistic-confirmation","BELOW → ادناه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h497:t1","review","uncertain","ادناه","ادناه","ادناه","أدناه","false",""
"498","2","MOBILE","الموبايل","review","uncertain","medium","needs-linguistic-confirmation","MOBILE → الموبايل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h498:t2","review","uncertain","الموبايل","الموبايل","الموبايل","موبايل","false",""
"498","3","MOBILE","موبايل","review","uncertain","medium","needs-linguistic-confirmation","MOBILE → موبايل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h498:t3","review","uncertain","موبايل","موبايل","موبايل","موبايل","true","Reference supports a relationship not certified by this review; reference is not authoritative."
"499","0","LESS","اقل","review","uncertain","medium","needs-linguistic-confirmation","LESS → اقل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","stage3a:h499:t0","review","uncertain","اقل","اقل","اقل","أقل","false",""
"500","0","GOT","حصلت","review","uncertain","medium","needs-linguistic-confirmation","GOT → حصلت: Person/tense and added object require context.","AI-assisted linguistic review","","false","stage3a:h500:t0","review","uncertain","حصلت","حصلت","حصلت","حصلت عليه","false",""
