template,slotA,slotB,positionA,positionB,lengthA,lengthB,row,col
0df320f7e75866c3,25,42,5,3,13,6,10,5
0df320f7e75866c3,26,42,3,4,4,6,11,5
0df320f7e75866c3,28,42,3,5,4,6,12,5
0df320f7e75866c3,1,43,0,0,3,3,0,6
0df320f7e75866c3,4,43,0,1,3,3,1,6
0df320f7e75866c3,6,43,6,2,13,3,2,6
0df320f7e75866c3,10,44,2,0,3,7,4,6
0df320f7e75866c3,13,44,0,1,5,7,5,6
0df320f7e75866c3,15,44,0,2,3,7,6,6
0df320f7e75866c3,18,44,1,3,3,7,7,6
0df320f7e75866c3,21,44,1,4,3,7,8,6
0df320f7e75866c3,24,44,2,5,9,7,9,6
0df320f7e75866c3,25,44,6,6,13,7,10,6
0df320f7e75866c3,1,45,1,0,3,3,0,7
0df320f7e75866c3,4,45,1,1,3,3,1,7
0df320f7e75866c3,6,45,7,2,13,3,2,7
0df320f7e75866c3,13,46,1,0,5,6,5,7
0df320f7e75866c3,15,46,1,1,3,6,6,7
0df320f7e75866c3,18,46,2,2,3,6,7,7
0df320f7e75866c3,21,46,2,3,3,6,8,7
0df320f7e75866c3,24,46,3,4,9,6,9,7
0df320f7e75866c3,25,46,7,5,13,6,10,7
0df320f7e75866c3,1,47,2,0,3,7,0,8
0df320f7e75866c3,4,47,2,1,3,7,1,8
0df320f7e75866c3,6,47,8,2,13,7,2,8
0df320f7e75866c3,8,47,0,3,5,7,3,8
0df320f7e75866c3,11,47,0,4,3,7,4,8
0df320f7e75866c3,13,47,2,5,5,7,5,8
0df320f7e75866c3,15,47,2,6,3,7,6,8
0df320f7e75866c3,24,48,4,0,9,4,9,8
0df320f7e75866c3,25,48,8,1,13,4,10,8
0df320f7e75866c3,27,48,0,2,3,4,11,8
0df320f7e75866c3,29,48,0,3,3,4,12,8
0df320f7e75866c3,6,49,9,0,13,4,2,9
0df320f7e75866c3,8,49,1,1,5,4,3,9
0df320f7e75866c3,11,49,1,2,3,4,4,9
0df320f7e75866c3,13,49,3,3,5,4,5,9
0df320f7e75866c3,22,50,0,0,4,5,8,9
0df320f7e75866c3,24,50,5,1,9,5,9,9
0df320f7e75866c3,25,50,9,2,13,5,10,9
0df320f7e75866c3,27,50,1,3,3,5,11,9
0df320f7e75866c3,29,50,1,4,3,5,12,9
0df320f7e75866c3,2,51,0,0,3,13,0,10
0df320f7e75866c3,5,51,0,1,3,13,1,10
0df320f7e75866c3,6,51,10,2,13,13,2,10
0df320f7e75866c3,8,51,2,3,5,13,3,10
0df320f7e75866c3,11,51,2,4,3,13,4,10
0df320f7e75866c3,13,51,4,5,5,13,5,10
0df320f7e75866c3,16,51,0,6,3,13,6,10
0df320f7e75866c3,19,51,0,7,3,13,7,10
0df320f7e75866c3,22,51,1,8,4,13,8,10
0df320f7e75866c3,24,51,6,9,9,13,9,10
0df320f7e75866c3,25,51,10,10,13,13,10,10
0df320f7e75866c3,27,51,2,11,3,13,11,10
0df320f7e75866c3,29,51,2,12,3,13,12,10
0df320f7e75866c3,2,52,1,0,3,4,0,11
0df320f7e75866c3,5,52,1,1,3,4,1,11
0df320f7e75866c3,6,52,11,2,13,4,2,11
0df320f7e75866c3,8,52,3,3,5,4,3,11
0df320f7e75866c3,16,53,1,0,3,5,6,11
0df320f7e75866c3,19,53,1,1,3,5,7,11
0df320f7e75866c3,22,53,2,2,4,5,8,11
0df320f7e75866c3,24,53,7,3,9,5,9,11
0df320f7e75866c3,25,53,11,4,13,5,10,11
0df320f7e75866c3,2,54,2,0,3,4,0,12
0df320f7e75866c3,5,54,2,1,3,4,1,12
0df320f7e75866c3,6,54,12,2,13,4,2,12
0df320f7e75866c3,8,54,4,3,5,4,3,12
0df320f7e75866c3,16,55,2,0,3,5,6,12
0df320f7e75866c3,19,55,2,1,3,5,7,12
0df320f7e75866c3,22,55,3,2,4,5,8,12
0df320f7e75866c3,24,55,8,3,9,5,9,12
0df320f7e75866c3,25,55,12,4,13,5,10,12
b5903b1cd025fad4,3,30,0,0,4,3,1,0
b5903b1cd025fad4,6,30,0,1,13,3,2,0
b5903b1cd025fad4,7,30,0,2,3,3,3,0
b5903b1cd025fad4,15,31,0,0,4,5,6,0
b5903b1cd025fad4,17,31,0,1,6,5,7,0
b5903b1cd025fad4,19,31,0,2,3,5,8,0
b5903b1cd025fad4,22,31,0,3,3,5,9,0
b5903b1cd025fad4,25,31,0,4,13,5,10,0
b5903b1cd025fad4,0,32,0,0,3,4,0,1
b5903b1cd025fad4,3,32,1,1,4,4,1,1
b5903b1cd025fad4,6,32,1,2,13,4,2,1
b5903b1cd025fad4,7,32,1,3,3,4,3,1
b5903b1cd025fad4,12,33,0,0,3,6,5,1
b5903b1cd025fad4,15,33,1,1,4,6,6,1
b5903b1cd025fad4,17,33,1,2,6,6,7,1
b5903b1cd025fad4,19,33,1,3,3,6,8,1
b5903b1cd025fad4,22,33,1,4,3,6,9,1
b5903b1cd025fad4,25,33,1,5,13,6,10,1
b5903b1cd025fad4,0,34,1,0,3,13,0,2
b5903b1cd025fad4,3,34,2,1,4,13,1,2
b5903b1cd025fad4,6,34,2,2,13,13,2,2
b5903b1cd025fad4,7,34,2,3,3,13,3,2
b5903b1cd025fad4,10,34,0,4,6,13,4,2
b5903b1cd025fad4,12,34,1,5,3,13,5,2
b5903b1cd025fad4,15,34,2,6,4,13,6,2
b5903b1cd025fad4,17,34,2,7,6,13,7,2
b5903b1cd025fad4,19,34,2,8,3,13,8,2
b5903b1cd025fad4,22,34,2,9,3,13,9,2
b5903b1cd025fad4,25,34,2,10,13,13,10,2
b5903b1cd025fad4,26,34,0,11,3,13,11,2
b5903b1cd025fad4,28,34,0,12,3,13,12,2
b5903b1cd025fad4,0,35,2,0,3,3,0,3
b5903b1cd025fad4,3,35,3,1,4,3,1,3
b5903b1cd025fad4,6,35,3,2,13,3,2,3
b5903b1cd025fad4,10,36,1,0,6,4,4,3
b5903b1cd025fad4,12,36,2,1,3,4,5,3
b5903b1cd025fad4,15,36,3,2,4,4,6,3
b5903b1cd025fad4,17,36,3,3,6,4,7,3
b5903b1cd025fad4,25,37,3,0,13,3,10,3
b5903b1cd025fad4,26,37,1,1,3,3,11,3
b5903b1cd025fad4,28,37,1,2,3,3,12,3
b5903b1cd025fad4,6,38,4,0,13,3,2,4
b5903b1cd025fad4,8,38,0,1,3,3,3,4
b5903b1cd025fad4,10,38,2,2,6,3,4,4
b5903b1cd025fad4,17,39,4,0,6,6,7,4
b5903b1cd025fad4,20,39,0,1,3,6,8,4
b5903b1cd025fad4,23,39,0,2,4,6,9,4
b5903b1cd025fad4,25,39,4,3,13,6,10,4
b5903b1cd025fad4,26,39,2,4,3,6,11,4
b5903b1cd025fad4,28,39,2,5,3,6,12,4
b5903b1cd025fad4,1,40,0,0,3,5,0,5
b5903b1cd025fad4,4,40,0,1,4,5,1,5
b5903b1cd025fad4,6,40,5,2,13,5,2,5
b5903b1cd025fad4,8,40,1,3,3,5,3,5
b5903b1cd025fad4,10,40,3,4,6,5,4,5
b5903b1cd025fad4,17,41,5,0,6,4,7,5
b5903b1cd025fad4,20,41,1,1,3,4,8,5
b5903b1cd025fad4,23,41,1,2,4,4,9,5
b5903b1cd025fad4,25,41,5,3,13,4,10,5
b5903b1cd025fad4,1,42,1,0,3,7,0,6
b5903b1cd025fad4,4,42,1,1,4,7,1,6
b5903b1cd025fad4,6,42,6,2,13,7,2,6
b5903b1cd025fad4,8,42,2,3,3,7,3,6
b5903b1cd025fad4,10,42,4,4,6,7,4,6
b5903b1cd025fad4,13,42,0,5,3,7,5,6
b5903b1cd025fad4,16,42,0,6,7,7,6,6
b5903b1cd025fad4,20,43,2,0,3,3,8,6
b5903b1cd025fad4,23,43,2,1,4,3,9,6
b5903b1cd025fad4,25,43,6,2,13,3,10,6
b5903b1cd025fad4,1,44,2,0,3,3,0,7
b5903b1cd025fad4,4,44,2,1,4,3,1,7
b5903b1cd025fad4,6,44,7,2,13,3,2,7
b5903b1cd025fad4,10,45,5,0,6,3,4,7
b5903b1cd025fad4,13,45,1,1,3,3,5,7
b5903b1cd025fad4,16,45,1,2,7,3,6,7
b5903b1cd025fad4,23,46,3,0,4,4,9,7
b5903b1cd025fad4,25,46,7,1,13,4,10,7
b5903b1cd025fad4,27,46,0,2,6,4,11,7
b5903b1cd025fad4,29,46,0,3,4,4,12,7
b5903b1cd025fad4,4,47,3,0,4,3,1,8
b5903b1cd025fad4,6,47,8,1,13,3,2,8
b5903b1cd025fad4,9,47,0,2,3,3,3,8
b5903b1cd025fad4,13,48,2,0,3,3,5,8
b5903b1cd025fad4,16,48,2,1,7,3,6,8
b5903b1cd025fad4,18,48,0,2,3,3,7,8
b5903b1cd025fad4,25,49,8,0,13,3,10,8
b5903b1cd025fad4,27,49,1,1,6,3,11,8
b5903b1cd025fad4,29,49,1,2,4,3,12,8
b5903b1cd025fad4,6,50,9,0,13,3,2,9
b5903b1cd025fad4,9,50,1,1,3,3,3,9
b5903b1cd025fad4,11,50,0,2,4,3,4,9
b5903b1cd025fad4,16,51,3,0,7,3,6,9
b5903b1cd025fad4,18,51,1,1,3,3,7,9
b5903b1cd025fad4,21,51,0,2,3,3,8,9
b5903b1cd025fad4,25,52,9,0,13,3,10,9
b5903b1cd025fad4,27,52,2,1,6,3,11,9
b5903b1cd025fad4,29,52,2,2,4,3,12,9
b5903b1cd025fad4,2,53,0,0,3,13,0,10
b5903b1cd025fad4,5,53,0,1,3,13,1,10
b5903b1cd025fad4,6,53,10,2,13,13,2,10
b5903b1cd025fad4,9,53,2,3,3,13,3,10
b5903b1cd025fad4,11,53,1,4,4,13,4,10
b5903b1cd025fad4,14,53,0,5,3,13,5,10
b5903b1cd025fad4,16,53,4,6,7,13,6,10
b5903b1cd025fad4,18,53,2,7,3,13,7,10
b5903b1cd025fad4,21,53,1,8,3,13,8,10
b5903b1cd025fad4,24,53,0,9,3,13,9,10
b5903b1cd025fad4,25,53,10,10,13,13,10,10
b5903b1cd025fad4,27,53,3,11,6,13,11,10
b5903b1cd025fad4,29,53,3,12,4,13,12,10
b5903b1cd025fad4,2,54,1,0,3,3,0,11
b5903b1cd025fad4,5,54,1,1,3,3,1,11
b5903b1cd025fad4,6,54,11,2,13,3,2,11
b5903b1cd025fad4,11,55,2,0,4,3,4,11
b5903b1cd025fad4,14,55,1,1,3,3,5,11
b5903b1cd025fad4,16,55,5,2,7,3,6,11
b5903b1cd025fad4,21,56,2,0,3,4,8,11
b5903b1cd025fad4,24,56,1,1,3,4,9,11
b5903b1cd025fad4,25,56,11,2,13,4,10,11
b5903b1cd025fad4,27,56,4,3,6,4,11,11
b5903b1cd025fad4,2,57,2,0,3,3,0,12
b5903b1cd025fad4,5,57,2,1,3,3,1,12
b5903b1cd025fad4,6,57,12,2,13,3,2,12
b5903b1cd025fad4,11,58,3,0,4,3,4,12
b5903b1cd025fad4,14,58,2,1,3,3,5,12
b5903b1cd025fad4,16,58,6,2,7,3,6,12
b5903b1cd025fad4,24,59,2,0,3,3,9,12
b5903b1cd025fad4,25,59,12,1,13,3,10,12
b5903b1cd025fad4,27,59,5,2,6,3,11,12
edecb72b99ef35f5,0,25,0,0,3,4,0,0
edecb72b99ef35f5,3,25,0,1,3,4,1,0
edecb72b99ef35f5,5,25,0,2,13,4,2,0
edecb72b99ef35f5,6,25,0,3,9,4,3,0
edecb72b99ef35f5,12,26,0,0,3,5,6,0
edecb72b99ef35f5,14,26,0,1,3,5,7,0
edecb72b99ef35f5,16,26,0,2,8,5,8,0
edecb72b99ef35f5,18,26,0,3,7,5,9,0
edecb72b99ef35f5,20,26,0,4,13,5,10,0
edecb72b99ef35f5,0,27,1,0,3,4,0,1
edecb72b99ef35f5,3,27,1,1,3,4,1,1
edecb72b99ef35f5,5,27,1,2,13,4,2,1
edecb72b99ef35f5,6,27,1,3,9,4,3,1
edecb72b99ef35f5,12,28,1,0,3,5,6,1
edecb72b99ef35f5,14,28,1,1,3,5,7,1
edecb72b99ef35f5,16,28,1,2,8,5,8,1
edecb72b99ef35f5,18,28,1,3,7,5,9,1
edecb72b99ef35f5,20,28,1,4,13,5,10,1
edecb72b99ef35f5,0,29,2,0,3,13,0,2
edecb72b99ef35f5,3,29,2,1,3,13,1,2
edecb72b99ef35f5,5,29,2,2,13,13,2,2
edecb72b99ef35f5,6,29,2,3,9,13,3,2
edecb72b99ef35f5,8,29,0,4,6,13,4,2
edecb72b99ef35f5,10,29,0,5,3,13,5,2
edecb72b99ef35f5,12,29,2,6,3,13,6,2
edecb72b99ef35f5,14,29,2,7,3,13,7,2
edecb72b99ef35f5,16,29,2,8,8,13,8,2
edecb72b99ef35f5,18,29,2,9,7,13,9,2
edecb72b99ef35f5,20,29,2,10,13,13,10,2
edecb72b99ef35f5,21,29,0,11,3,13,11,2
edecb72b99ef35f5,23,29,0,12,3,13,12,2
edecb72b99ef35f5,5,30,3,0,13,4,2,3
edecb72b99ef35f5,6,30,3,1,9,4,3,3
edecb72b99ef35f5,8,30,1,2,6,4,4,3
edecb72b99ef35f5,10,30,1,3,3,4,5,3
edecb72b99ef35f5,16,31,3,0,8,5,8,3
edecb72b99ef35f5,18,31,3,1,7,5,9,3
edecb72b99ef35f5,20,31,3,2,13,5,10,3
edecb72b99ef35f5,21,31,1,3,3,5,11,3
edecb72b99ef35f5,23,31,1,4,3,5,12,3
edecb72b99ef35f5,5,32,4,0,13,4,2,4
edecb72b99ef35f5,6,32,4,1,9,4,3,4
edecb72b99ef35f5,8,32,2,2,6,4,4,4
edecb72b99ef35f5,10,32,2,3,3,4,5,4
edecb72b99ef35f5,16,33,4,0,8,5,8,4
edecb72b99ef35f5,18,33,4,1,7,5,9,4
edecb72b99ef35f5,20,33,4,2,13,5,10,4
edecb72b99ef35f5,21,33,2,3,3,5,11,4
edecb72b99ef35f5,23,33,2,4,3,5,12,4
edecb72b99ef35f5,1,34,0,0,3,5,0,5
edecb72b99ef35f5,4,34,0,1,7,5,1,5
edecb72b99ef35f5,5,34,5,2,13,5,2,5
edecb72b99ef35f5,6,34,5,3,9,5,3,5
edecb72b99ef35f5,8,34,3,4,6,5,4,5
edecb72b99ef35f5,13,35,0,0,6,5,6,5
edecb72b99ef35f5,15,35,0,1,8,5,7,5
edecb72b99ef35f5,16,35,5,2,8,5,8,5
edecb72b99ef35f5,18,35,5,3,7,5,9,5
edecb72b99ef35f5,20,35,5,4,13,5,10,5
edecb72b99ef35f5,1,36,1,0,3,5,0,6
edecb72b99ef35f5,4,36,1,1,7,5,1,6
edecb72b99ef35f5,5,36,6,2,13,5,2,6
edecb72b99ef35f5,6,36,6,3,9,5,3,6
edecb72b99ef35f5,8,36,4,4,6,5,4,6
edecb72b99ef35f5,13,37,1,0,6,5,6,6
edecb72b99ef35f5,15,37,1,1,8,5,7,6
edecb72b99ef35f5,16,37,6,2,8,5,8,6
edecb72b99ef35f5,18,37,6,3,7,5,9,6
edecb72b99ef35f5,20,37,6,4,13,5,10,6
edecb72b99ef35f5,1,38,2,0,3,9,0,7
edecb72b99ef35f5,4,38,2,1,7,9,1,7
edecb72b99ef35f5,5,38,7,2,13,9,2,7
edecb72b99ef35f5,6,38,7,3,9,9,3,7
edecb72b99ef35f5,8,38,5,4,6,9,4,7
edecb72b99ef35f5,11,38,0,5,4,9,5,7
edecb72b99ef35f5,13,38,2,6,6,9,6,7
edecb72b99ef35f5,15,38,2,7,8,9,7,7
edecb72b99ef35f5,16,38,7,8,8,9,8,7
edecb72b99ef35f5,20,39,7,0,13,3,10,7
edecb72b99ef35f5,22,39,0,1,4,3,11,7
edecb72b99ef35f5,24,39,0,2,4,3,12,7
edecb72b99ef35f5,4,40,3,0,7,3,1,8
edecb72b99ef35f5,5,40,8,1,13,3,2,8
edecb72b99ef35f5,6,40,8,2,9,3,3,8
edecb72b99ef35f5,11,41,1,0,4,3,5,8
edecb72b99ef35f5,13,41,3,1,6,3,6,8
edecb72b99ef35f5,15,41,3,2,8,3,7,8
edecb72b99ef35f5,20,42,8,0,13,3,10,8
edecb72b99ef35f5,22,42,1,1,4,3,11,8
edecb72b99ef35f5,24,42,1,2,4,3,12,8
edecb72b99ef35f5,2,43,0,0,3,3,0,9
edecb72b99ef35f5,4,43,4,1,7,3,1,9
edecb72b99ef35f5,5,43,9,2,13,3,2,9
edecb72b99ef35f5,11,44,2,0,4,3,5,9
edecb72b99ef35f5,13,44,4,1,6,3,6,9
edecb72b99ef35f5,15,44,4,2,8,3,7,9
edecb72b99ef35f5,19,45,0,0,4,4,9,9
edecb72b99ef35f5,20,45,9,1,13,4,10,9
edecb72b99ef35f5,22,45,2,2,4,4,11,9
edecb72b99ef35f5,24,45,2,3,4,4,12,9
edecb72b99ef35f5,2,46,1,0,3,13,0,10
edecb72b99ef35f5,4,46,5,1,7,13,1,10
edecb72b99ef35f5,5,46,10,2,13,13,2,10
edecb72b99ef35f5,7,46,0,3,3,13,3,10
edecb72b99ef35f5,9,46,0,4,3,13,4,10
edecb72b99ef35f5,11,46,3,5,4,13,5,10
edecb72b99ef35f5,13,46,5,6,6,13,6,10
edecb72b99ef35f5,15,46,5,7,8,13,7,10
edecb72b99ef35f5,17,46,0,8,3,13,8,10
edecb72b99ef35f5,19,46,1,9,4,13,9,10
edecb72b99ef35f5,20,46,10,10,13,13,10,10
edecb72b99ef35f5,22,46,3,11,4,13,11,10
edecb72b99ef35f5,24,46,3,12,4,13,12,10
edecb72b99ef35f5,2,47,2,0,3,5,0,11
edecb72b99ef35f5,4,47,6,1,7,5,1,11
edecb72b99ef35f5,5,47,11,2,13,5,2,11
edecb72b99ef35f5,7,47,1,3,3,5,3,11
edecb72b99ef35f5,9,47,1,4,3,5,4,11
edecb72b99ef35f5,15,48,6,0,8,4,7,11
edecb72b99ef35f5,17,48,1,1,3,4,8,11
edecb72b99ef35f5,19,48,2,2,4,4,9,11
edecb72b99ef35f5,20,48,11,3,13,4,10,11
edecb72b99ef35f5,5,49,12,0,13,3,2,12
edecb72b99ef35f5,7,49,2,1,3,3,3,12
edecb72b99ef35f5,9,49,2,2,3,3,4,12
edecb72b99ef35f5,15,50,7,0,8,4,7,12
edecb72b99ef35f5,17,50,2,1,3,4,8,12
edecb72b99ef35f5,19,50,3,2,4,4,9,12
edecb72b99ef35f5,20,50,12,3,13,4,10,12
f9a470c4e4c75eb9,6,31,0,0,13,3,2,0
f9a470c4e4c75eb9,7,31,0,1,3,3,3,0
f9a470c4e4c75eb9,10,31,0,2,3,3,4,0
f9a470c4e4c75eb9,17,32,0,0,5,4,7,0
f9a470c4e4c75eb9,20,32,0,1,3,4,8,0
f9a470c4e4c75eb9,23,32,0,2,3,4,9,0
f9a470c4e4c75eb9,26,32,0,3,13,4,10,0
f9a470c4e4c75eb9,0,33,0,0,3,5,0,1
f9a470c4e4c75eb9,3,33,0,1,4,5,1,1
f9a470c4e4c75eb9,6,33,1,2,13,5,2,1
f9a470c4e4c75eb9,7,33,1,3,3,5,3,1
f9a470c4e4c75eb9,10,33,1,4,3,5,4,1
f9a470c4e4c75eb9,17,34,1,0,5,5,7,1
f9a470c4e4c75eb9,20,34,1,1,3,5,8,1
f9a470c4e4c75eb9,23,34,1,2,3,5,9,1
f9a470c4e4c75eb9,26,34,1,3,13,5,10,1
f9a470c4e4c75eb9,27,34,0,4,5,5,11,1
f9a470c4e4c75eb9,0,35,1,0,3,13,0,2
f9a470c4e4c75eb9,3,35,1,1,4,13,1,2
f9a470c4e4c75eb9,6,35,2,2,13,13,2,2
f9a470c4e4c75eb9,7,35,2,3,3,13,3,2
f9a470c4e4c75eb9,10,35,2,4,3,13,4,2
f9a470c4e4c75eb9,13,35,0,5,4,13,5,2
f9a470c4e4c75eb9,15,35,0,6,3,13,6,2
f9a470c4e4c75eb9,17,35,2,7,5,13,7,2
f9a470c4e4c75eb9,20,35,2,8,3,13,8,2
f9a470c4e4c75eb9,23,35,2,9,3,13,9,2
f9a470c4e4c75eb9,26,35,2,10,13,13,10,2
f9a470c4e4c75eb9,27,35,1,11,5,13,11,2
f9a470c4e4c75eb9,29,35,0,12,4,13,12,2
f9a470c4e4c75eb9,0,36,2,0,3,3,0,3
f9a470c4e4c75eb9,3,36,2,1,4,3,1,3
f9a470c4e4c75eb9,6,36,3,2,13,3,2,3
f9a470c4e4c75eb9,13,37,1,0,4,3,5,3
f9a470c4e4c75eb9,15,37,1,1,3,3,6,3
f9a470c4e4c75eb9,17,37,3,2,5,3,7,3
f9a470c4e4c75eb9,26,38,3,0,13,3,10,3
f9a470c4e4c75eb9,27,38,2,1,5,3,11,3
f9a470c4e4c75eb9,29,38,1,2,4,3,12,3
f9a470c4e4c75eb9,3,39,3,0,4,3,1,4
f9a470c4e4c75eb9,6,39,4,1,13,3,2,4
f9a470c4e4c75eb9,8,39,0,2,3,3,3,4
f9a470c4e4c75eb9,13,40,2,0,4,4,5,4
f9a470c4e4c75eb9,15,40,2,1,3,4,6,4
f9a470c4e4c75eb9,17,40,4,2,5,4,7,4
f9a470c4e4c75eb9,21,40,0,3,3,4,8,4
f9a470c4e4c75eb9,26,41,4,0,13,3,10,4
f9a470c4e4c75eb9,27,41,3,1,5,3,11,4
f9a470c4e4c75eb9,29,41,2,2,4,3,12,4
f9a470c4e4c75eb9,6,42,5,0,13,4,2,5
f9a470c4e4c75eb9,8,42,1,1,3,4,3,5
f9a470c4e4c75eb9,11,42,0,2,3,4,4,5
f9a470c4e4c75eb9,13,42,3,3,4,4,5,5
f9a470c4e4c75eb9,21,43,1,0,3,5,8,5
f9a470c4e4c75eb9,24,43,0,1,3,5,9,5
f9a470c4e4c75eb9,26,43,5,2,13,5,10,5
f9a470c4e4c75eb9,27,43,4,3,5,5,11,5
f9a470c4e4c75eb9,29,43,3,4,4,5,12,5
f9a470c4e4c75eb9,1,44,0,0,3,5,0,6
f9a470c4e4c75eb9,4,44,0,1,3,5,1,6
f9a470c4e4c75eb9,6,44,6,2,13,5,2,6
f9a470c4e4c75eb9,8,44,2,3,3,5,3,6
f9a470c4e4c75eb9,11,44,1,4,3,5,4,6
f9a470c4e4c75eb9,18,45,0,0,3,4,7,6
f9a470c4e4c75eb9,21,45,2,1,3,4,8,6
f9a470c4e4c75eb9,24,45,1,2,3,4,9,6
f9a470c4e4c75eb9,26,45,6,3,13,4,10,6
f9a470c4e4c75eb9,1,46,1,0,3,3,0,7
f9a470c4e4c75eb9,4,46,1,1,3,3,1,7
f9a470c4e4c75eb9,6,46,7,2,13,3,2,7
f9a470c4e4c75eb9,11,47,2,0,3,4,4,7
f9a470c4e4c75eb9,14,47,0,1,6,4,5,7
f9a470c4e4c75eb9,16,47,0,2,6,4,6,7
f9a470c4e4c75eb9,18,47,1,3,3,4,7,7
f9a470c4e4c75eb9,24,48,2,0,3,3,9,7
f9a470c4e4c75eb9,26,48,7,1,13,3,10,7
f9a470c4e4c75eb9,28,48,0,2,4,3,11,7
f9a470c4e4c75eb9,1,49,2,0,3,3,0,8
f9a470c4e4c75eb9,4,49,2,1,3,3,1,8
f9a470c4e4c75eb9,6,49,8,2,13,3,2,8
f9a470c4e4c75eb9,14,50,1,0,6,3,5,8
f9a470c4e4c75eb9,16,50,1,1,6,3,6,8
f9a470c4e4c75eb9,18,50,2,2,3,3,7,8
f9a470c4e4c75eb9,26,51,8,0,13,3,10,8
f9a470c4e4c75eb9,28,51,1,1,4,3,11,8
f9a470c4e4c75eb9,30,51,0,2,3,3,12,8
f9a470c4e4c75eb9,6,52,9,0,13,5,2,9
f9a470c4e4c75eb9,9,52,0,1,3,5,3,9
f9a470c4e4c75eb9,12,52,0,2,3,5,4,9
f9a470c4e4c75eb9,14,52,2,3,6,5,5,9
f9a470c4e4c75eb9,16,52,2,4,6,5,6,9
f9a470c4e4c75eb9,22,53,0,0,4,5,8,9
f9a470c4e4c75eb9,25,53,0,1,4,5,9,9
f9a470c4e4c75eb9,26,53,9,2,13,5,10,9
f9a470c4e4c75eb9,28,53,2,3,4,5,11,9
f9a470c4e4c75eb9,30,53,1,4,3,5,12,9
f9a470c4e4c75eb9,2,54,0,0,3,13,0,10
f9a470c4e4c75eb9,5,54,0,1,3,13,1,10
f9a470c4e4c75eb9,6,54,10,2,13,13,2,10
f9a470c4e4c75eb9,9,54,1,3,3,13,3,10
f9a470c4e4c75eb9,12,54,1,4,3,13,4,10
f9a470c4e4c75eb9,14,54,3,5,6,13,5,10
f9a470c4e4c75eb9,16,54,3,6,6,13,6,10
f9a470c4e4c75eb9,19,54,0,7,3,13,7,10
f9a470c4e4c75eb9,22,54,1,8,4,13,8,10
f9a470c4e4c75eb9,25,54,1,9,4,13,9,10
f9a470c4e4c75eb9,26,54,10,10,13,13,10,10
f9a470c4e4c75eb9,28,54,3,11,4,13,11,10
f9a470c4e4c75eb9,30,54,2,12,3,13,12,10
f9a470c4e4c75eb9,2,55,1,0,3,11,0,11
f9a470c4e4c75eb9,5,55,1,1,3,11,1,11
f9a470c4e4c75eb9,6,55,11,2,13,11,2,11
f9a470c4e4c75eb9,9,55,2,3,3,11,3,11
f9a470c4e4c75eb9,12,55,2,4,3,11,4,11
f9a470c4e4c75eb9,14,55,4,5,6,11,5,11
f9a470c4e4c75eb9,16,55,4,6,6,11,6,11
f9a470c4e4c75eb9,19,55,1,7,3,11,7,11
f9a470c4e4c75eb9,22,55,2,8,4,11,8,11
f9a470c4e4c75eb9,25,55,2,9,4,11,9,11
f9a470c4e4c75eb9,26,55,11,10,13,11,10,11
f9a470c4e4c75eb9,2,56,2,0,3,3,0,12
f9a470c4e4c75eb9,5,56,2,1,3,3,1,12
f9a470c4e4c75eb9,6,56,12,2,13,3,2,12
f9a470c4e4c75eb9,14,57,5,0,6,6,5,12
f9a470c4e4c75eb9,16,57,5,1,6,6,6,12
f9a470c4e4c75eb9,19,57,2,2,3,6,7,12
f9a470c4e4c75eb9,22,57,3,3,4,6,8,12
f9a470c4e4c75eb9,25,57,3,4,4,6,9,12
f9a470c4e4c75eb9,26,57,12,5,13,6,10,12
465e1dcfff59d136,0,32,0,0,3,6,0,0
465e1dcfff59d136,3,32,0,1,7,6,1,0
465e1dcfff59d136,5,32,0,2,13,6,2,0
465e1dcfff59d136,6,32,0,3,4,6,3,0
465e1dcfff59d136,9,32,0,4,3,6,4,0
465e1dcfff59d136,12,32,0,5,3,6,5,0
465e1dcfff59d136,20,33,0,0,4,3,8,0
465e1dcfff59d136,23,33,0,1,3,3,9,0
465e1dcfff59d136,26,33,0,2,13,3,10,0
465e1dcfff59d136,0,34,1,0,3,6,0,1
465e1dcfff59d136,3,34,1,1,7,6,1,1
465e1dcfff59d136,5,34,1,2,13,6,2,1
465e1dcfff59d136,6,34,1,3,4,6,3,1
465e1dcfff59d136,9,34,1,4,3,6,4,1
465e1dcfff59d136,12,34,1,5,3,6,5,1
465e1dcfff59d136,20,35,1,0,4,3,8,1
465e1dcfff59d136,23,35,1,1,3,3,9,1
465e1dcfff59d136,26,35,1,2,13,3,10,1
465e1dcfff59d136,0,36,2,0,3,13,0,2
465e1dcfff59d136,3,36,2,1,7,13,1,2
465e1dcfff59d136,5,36,2,2,13,13,2,2
465e1dcfff59d136,6,36,2,3,4,13,3,2
465e1dcfff59d136,9,36,2,4,3,13,4,2
465e1dcfff59d136,12,36,2,5,3,13,5,2
465e1dcfff59d136,15,36,0,6,4,13,6,2
465e1dcfff59d136,17,36,0,7,3,13,7,2
465e1dcfff59d136,20,36,2,8,4,13,8,2
465e1dcfff59d136,23,36,2,9,3,13,9,2
465e1dcfff59d136,26,36,2,10,13,13,10,2
465e1dcfff59d136,27,36,0,11,3,13,11,2
465e1dcfff59d136,29,36,0,12,3,13,12,2
465e1dcfff59d136,3,37,3,0,7,3,1,3
465e1dcfff59d136,5,37,3,1,13,3,2,3
