template,slot,direction,row,col,length,cells,initialCanonicalDomainSize,initialDomainRef
f2679b35618c911d,36,down,0,5,3,"[[0, 5], [1, 5], [2, 5]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,37,down,4,5,4,"[[4, 5], [5, 5], [6, 5], [7, 5]]",392,initial_domains.json:canonicalByLength:4
f2679b35618c911d,38,down,9,5,3,"[[9, 5], [10, 5], [11, 5]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,39,down,0,6,3,"[[0, 6], [1, 6], [2, 6]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,40,down,5,6,3,"[[5, 6], [6, 6], [7, 6]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,41,down,9,6,3,"[[9, 6], [10, 6], [11, 6]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,42,down,1,7,3,"[[1, 7], [2, 7], [3, 7]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,43,down,6,7,3,"[[6, 7], [7, 7], [8, 7]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,44,down,10,7,3,"[[10, 7], [11, 7], [12, 7]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,45,down,2,8,3,"[[2, 8], [3, 8], [4, 8]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,46,down,6,8,3,"[[6, 8], [7, 8], [8, 8]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,47,down,10,8,3,"[[10, 8], [11, 8], [12, 8]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,48,down,0,9,6,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9], [5, 9]]",408,initial_domains.json:canonicalByLength:6
f2679b35618c911d,49,down,8,9,5,"[[8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]",398,initial_domains.json:canonicalByLength:5
f2679b35618c911d,50,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
f2679b35618c911d,51,down,0,11,3,"[[0, 11], [1, 11], [2, 11]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,52,down,5,11,3,"[[5, 11], [6, 11], [7, 11]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,53,down,9,11,4,"[[9, 11], [10, 11], [11, 11], [12, 11]]",392,initial_domains.json:canonicalByLength:4
f2679b35618c911d,54,down,0,12,3,"[[0, 12], [1, 12], [2, 12]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,55,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
f2679b35618c911d,56,down,10,12,3,"[[10, 12], [11, 12], [12, 12]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,0,across,0,2,3,"[[0, 2], [0, 3], [0, 4]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,1,across,0,7,6,"[[0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12]]",408,initial_domains.json:canonicalByLength:6
ad60dd9f5c1ece85,2,across,1,0,5,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,3,across,1,6,7,"[[1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12]]",456,initial_domains.json:canonicalByLength:7
ad60dd9f5c1ece85,4,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
ad60dd9f5c1ece85,5,across,3,0,4,"[[3, 0], [3, 1], [3, 2], [3, 3]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,6,across,3,5,3,"[[3, 5], [3, 6], [3, 7]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,7,across,3,9,3,"[[3, 9], [3, 10], [3, 11]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,8,across,4,2,4,"[[4, 2], [4, 3], [4, 4], [4, 5]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,9,across,4,7,4,"[[4, 7], [4, 8], [4, 9], [4, 10]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,10,across,5,0,5,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 4]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,11,across,5,6,3,"[[5, 6], [5, 7], [5, 8]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,12,across,5,10,3,"[[5, 10], [5, 11], [5, 12]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,13,across,6,0,3,"[[6, 0], [6, 1], [6, 2]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,14,across,6,4,5,"[[6, 4], [6, 5], [6, 6], [6, 7], [6, 8]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,15,across,6,10,3,"[[6, 10], [6, 11], [6, 12]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,16,across,7,0,3,"[[7, 0], [7, 1], [7, 2]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,17,across,7,4,3,"[[7, 4], [7, 5], [7, 6]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,18,across,7,8,5,"[[7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,19,across,8,2,4,"[[8, 2], [8, 3], [8, 4], [8, 5]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,20,across,8,7,4,"[[8, 7], [8, 8], [8, 9], [8, 10]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,21,across,9,1,3,"[[9, 1], [9, 2], [9, 3]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,22,across,9,5,3,"[[9, 5], [9, 6], [9, 7]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,23,across,9,9,4,"[[9, 9], [9, 10], [9, 11], [9, 12]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,24,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
ad60dd9f5c1ece85,25,across,11,0,7,"[[11, 0], [11, 1], [11, 2], [11, 3], [11, 4], [11, 5], [11, 6]]",456,initial_domains.json:canonicalByLength:7
ad60dd9f5c1ece85,26,across,11,8,5,"[[11, 8], [11, 9], [11, 10], [11, 11], [11, 12]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,27,across,12,0,6,"[[12, 0], [12, 1], [12, 2], [12, 3], [12, 4], [12, 5]]",408,initial_domains.json:canonicalByLength:6
ad60dd9f5c1ece85,28,across,12,8,3,"[[12, 8], [12, 9], [12, 10]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,29,down,1,0,3,"[[1, 0], [2, 0], [3, 0]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,30,down,5,0,3,"[[5, 0], [6, 0], [7, 0]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,31,down,10,0,3,"[[10, 0], [11, 0], [12, 0]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,32,down,1,1,3,"[[1, 1], [2, 1], [3, 1]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,33,down,5,1,3,"[[5, 1], [6, 1], [7, 1]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,34,down,9,1,4,"[[9, 1], [10, 1], [11, 1], [12, 1]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,35,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
ad60dd9f5c1ece85,36,down,0,3,6,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3]]",408,initial_domains.json:canonicalByLength:6
ad60dd9f5c1ece85,37,down,8,3,5,"[[8, 3], [9, 3], [10, 3], [11, 3], [12, 3]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,38,down,0,4,3,"[[0, 4], [1, 4], [2, 4]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,39,down,4,4,5,"[[4, 4], [5, 4], [6, 4], [7, 4], [8, 4]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,40,down,10,4,3,"[[10, 4], [11, 4], [12, 4]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,41,down,2,5,3,"[[2, 5], [3, 5], [4, 5]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,42,down,6,5,7,"[[6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [12, 5]]",456,initial_domains.json:canonicalByLength:7
ad60dd9f5c1ece85,43,down,1,6,3,"[[1, 6], [2, 6], [3, 6]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,44,down,5,6,3,"[[5, 6], [6, 6], [7, 6]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,45,down,9,6,3,"[[9, 6], [10, 6], [11, 6]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,46,down,0,7,7,"[[0, 7], [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7]]",456,initial_domains.json:canonicalByLength:7
ad60dd9f5c1ece85,47,down,8,7,3,"[[8, 7], [9, 7], [10, 7]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,48,down,0,8,3,"[[0, 8], [1, 8], [2, 8]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,49,down,4,8,5,"[[4, 8], [5, 8], [6, 8], [7, 8], [8, 8]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,50,down,10,8,3,"[[10, 8], [11, 8], [12, 8]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,51,down,0,9,5,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9]]",398,initial_domains.json:canonicalByLength:5
ad60dd9f5c1ece85,52,down,7,9,6,"[[7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]",408,initial_domains.json:canonicalByLength:6
ad60dd9f5c1ece85,53,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
ad60dd9f5c1ece85,54,down,0,11,4,"[[0, 11], [1, 11], [2, 11], [3, 11]]",392,initial_domains.json:canonicalByLength:4
ad60dd9f5c1ece85,55,down,5,11,3,"[[5, 11], [6, 11], [7, 11]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,56,down,9,11,3,"[[9, 11], [10, 11], [11, 11]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,57,down,0,12,3,"[[0, 12], [1, 12], [2, 12]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,58,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
ad60dd9f5c1ece85,59,down,9,12,3,"[[9, 12], [10, 12], [11, 12]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,0,across,0,2,3,"[[0, 2], [0, 3], [0, 4]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,1,across,0,7,4,"[[0, 7], [0, 8], [0, 9], [0, 10]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,2,across,1,0,5,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,3,across,1,7,6,"[[1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12]]",408,initial_domains.json:canonicalByLength:6
c4eef1e56d1185fa,4,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
c4eef1e56d1185fa,5,across,3,0,3,"[[3, 0], [3, 1], [3, 2]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,6,across,3,4,4,"[[3, 4], [3, 5], [3, 6], [3, 7]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,7,across,3,10,3,"[[3, 10], [3, 11], [3, 12]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,8,across,4,2,5,"[[4, 2], [4, 3], [4, 4], [4, 5], [4, 6]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,9,across,4,9,3,"[[4, 9], [4, 10], [4, 11]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,10,across,5,0,4,"[[5, 0], [5, 1], [5, 2], [5, 3]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,11,across,5,6,7,"[[5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12]]",456,initial_domains.json:canonicalByLength:7
c4eef1e56d1185fa,12,across,6,0,4,"[[6, 0], [6, 1], [6, 2], [6, 3]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,13,across,6,6,7,"[[6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12]]",456,initial_domains.json:canonicalByLength:7
c4eef1e56d1185fa,14,across,7,0,6,"[[7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5]]",408,initial_domains.json:canonicalByLength:6
c4eef1e56d1185fa,15,across,7,7,6,"[[7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]",408,initial_domains.json:canonicalByLength:6
c4eef1e56d1185fa,16,across,8,2,5,"[[8, 2], [8, 3], [8, 4], [8, 5], [8, 6]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,17,across,8,9,3,"[[8, 9], [8, 10], [8, 11]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,18,across,9,0,3,"[[9, 0], [9, 1], [9, 2]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,19,across,9,4,4,"[[9, 4], [9, 5], [9, 6], [9, 7]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,20,across,9,10,3,"[[9, 10], [9, 11], [9, 12]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,21,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
c4eef1e56d1185fa,22,across,11,0,4,"[[11, 0], [11, 1], [11, 2], [11, 3]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,23,across,11,6,7,"[[11, 6], [11, 7], [11, 8], [11, 9], [11, 10], [11, 11], [11, 12]]",456,initial_domains.json:canonicalByLength:7
c4eef1e56d1185fa,24,across,12,1,3,"[[12, 1], [12, 2], [12, 3]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,25,across,12,6,5,"[[12, 6], [12, 7], [12, 8], [12, 9], [12, 10]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,26,down,1,0,3,"[[1, 0], [2, 0], [3, 0]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,27,down,5,0,3,"[[5, 0], [6, 0], [7, 0]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,28,down,9,0,3,"[[9, 0], [10, 0], [11, 0]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,29,down,1,1,3,"[[1, 1], [2, 1], [3, 1]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,30,down,5,1,3,"[[5, 1], [6, 1], [7, 1]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,31,down,9,1,4,"[[9, 1], [10, 1], [11, 1], [12, 1]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,32,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
c4eef1e56d1185fa,33,down,0,3,3,"[[0, 3], [1, 3], [2, 3]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,34,down,4,3,5,"[[4, 3], [5, 3], [6, 3], [7, 3], [8, 3]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,35,down,10,3,3,"[[10, 3], [11, 3], [12, 3]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,36,down,0,4,5,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,37,down,7,4,4,"[[7, 4], [8, 4], [9, 4], [10, 4]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,38,down,2,5,3,"[[2, 5], [3, 5], [4, 5]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,39,down,7,5,4,"[[7, 5], [8, 5], [9, 5], [10, 5]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,40,down,2,6,5,"[[2, 6], [3, 6], [4, 6], [5, 6], [6, 6]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,41,down,8,6,5,"[[8, 6], [9, 6], [10, 6], [11, 6], [12, 6]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,42,down,0,7,4,"[[0, 7], [1, 7], [2, 7], [3, 7]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,43,down,5,7,3,"[[5, 7], [6, 7], [7, 7]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,44,down,9,7,4,"[[9, 7], [10, 7], [11, 7], [12, 7]]",392,initial_domains.json:canonicalByLength:4
c4eef1e56d1185fa,45,down,0,8,3,"[[0, 8], [1, 8], [2, 8]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,46,down,5,8,3,"[[5, 8], [6, 8], [7, 8]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,47,down,10,8,3,"[[10, 8], [11, 8], [12, 8]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,48,down,0,9,3,"[[0, 9], [1, 9], [2, 9]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,49,down,4,9,5,"[[4, 9], [5, 9], [6, 9], [7, 9], [8, 9]]",398,initial_domains.json:canonicalByLength:5
c4eef1e56d1185fa,50,down,10,9,3,"[[10, 9], [11, 9], [12, 9]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,51,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
c4eef1e56d1185fa,52,down,1,11,11,"[[1, 11], [2, 11], [3, 11], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11]]",79,initial_domains.json:canonicalByLength:11
c4eef1e56d1185fa,53,down,1,12,3,"[[1, 12], [2, 12], [3, 12]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,54,down,5,12,3,"[[5, 12], [6, 12], [7, 12]]",182,initial_domains.json:canonicalByLength:3
c4eef1e56d1185fa,55,down,9,12,3,"[[9, 12], [10, 12], [11, 12]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,0,across,0,0,3,"[[0, 0], [0, 1], [0, 2]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,1,across,0,5,3,"[[0, 5], [0, 6], [0, 7]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,2,across,0,9,3,"[[0, 9], [0, 10], [0, 11]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,3,across,1,0,4,"[[1, 0], [1, 1], [1, 2], [1, 3]]",392,initial_domains.json:canonicalByLength:4
fecaa8477241153a,4,across,1,5,7,"[[1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11]]",456,initial_domains.json:canonicalByLength:7
fecaa8477241153a,5,across,2,0,13,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]",33,initial_domains.json:canonicalByLength:13
fecaa8477241153a,6,across,3,2,5,"[[3, 2], [3, 3], [3, 4], [3, 5], [3, 6]]",398,initial_domains.json:canonicalByLength:5
fecaa8477241153a,7,across,3,8,5,"[[3, 8], [3, 9], [3, 10], [3, 11], [3, 12]]",398,initial_domains.json:canonicalByLength:5
fecaa8477241153a,8,across,4,0,3,"[[4, 0], [4, 1], [4, 2]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,9,across,4,4,4,"[[4, 4], [4, 5], [4, 6], [4, 7]]",392,initial_domains.json:canonicalByLength:4
fecaa8477241153a,10,across,4,10,3,"[[4, 10], [4, 11], [4, 12]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,11,across,5,0,8,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7]]",220,initial_domains.json:canonicalByLength:8
fecaa8477241153a,12,across,5,9,3,"[[5, 9], [5, 10], [5, 11]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,13,across,6,0,6,"[[6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5]]",408,initial_domains.json:canonicalByLength:6
fecaa8477241153a,14,across,6,7,6,"[[6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12]]",408,initial_domains.json:canonicalByLength:6
fecaa8477241153a,15,across,7,1,3,"[[7, 1], [7, 2], [7, 3]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,16,across,7,5,8,"[[7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]",220,initial_domains.json:canonicalByLength:8
fecaa8477241153a,17,across,8,0,3,"[[8, 0], [8, 1], [8, 2]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,18,across,8,5,4,"[[8, 5], [8, 6], [8, 7], [8, 8]]",392,initial_domains.json:canonicalByLength:4
fecaa8477241153a,19,across,8,10,3,"[[8, 10], [8, 11], [8, 12]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,20,across,9,0,5,"[[9, 0], [9, 1], [9, 2], [9, 3], [9, 4]]",398,initial_domains.json:canonicalByLength:5
fecaa8477241153a,21,across,9,6,5,"[[9, 6], [9, 7], [9, 8], [9, 9], [9, 10]]",398,initial_domains.json:canonicalByLength:5
fecaa8477241153a,22,across,10,0,13,"[[10, 0], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]",33,initial_domains.json:canonicalByLength:13
fecaa8477241153a,23,across,11,1,7,"[[11, 1], [11, 2], [11, 3], [11, 4], [11, 5], [11, 6], [11, 7]]",456,initial_domains.json:canonicalByLength:7
fecaa8477241153a,24,across,11,9,4,"[[11, 9], [11, 10], [11, 11], [11, 12]]",392,initial_domains.json:canonicalByLength:4
fecaa8477241153a,25,across,12,1,3,"[[12, 1], [12, 2], [12, 3]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,26,across,12,5,3,"[[12, 5], [12, 6], [12, 7]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,27,across,12,10,3,"[[12, 10], [12, 11], [12, 12]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,28,down,0,0,3,"[[0, 0], [1, 0], [2, 0]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,29,down,4,0,3,"[[4, 0], [5, 0], [6, 0]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,30,down,8,0,3,"[[8, 0], [9, 0], [10, 0]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,31,down,0,1,3,"[[0, 1], [1, 1], [2, 1]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,32,down,4,1,9,"[[4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1]]",201,initial_domains.json:canonicalByLength:9
fecaa8477241153a,33,down,0,2,13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]",33,initial_domains.json:canonicalByLength:13
fecaa8477241153a,34,down,1,3,3,"[[1, 3], [2, 3], [3, 3]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,35,down,5,3,3,"[[5, 3], [6, 3], [7, 3]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,36,down,9,3,4,"[[9, 3], [10, 3], [11, 3], [12, 3]]",392,initial_domains.json:canonicalByLength:4
fecaa8477241153a,37,down,2,4,5,"[[2, 4], [3, 4], [4, 4], [5, 4], [6, 4]]",398,initial_domains.json:canonicalByLength:5
fecaa8477241153a,38,down,9,4,3,"[[9, 4], [10, 4], [11, 4]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,39,down,0,5,9,"[[0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5]]",201,initial_domains.json:canonicalByLength:9
fecaa8477241153a,40,down,10,5,3,"[[10, 5], [11, 5], [12, 5]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,41,down,0,6,6,"[[0, 6], [1, 6], [2, 6], [3, 6], [4, 6], [5, 6]]",408,initial_domains.json:canonicalByLength:6
fecaa8477241153a,42,down,7,6,6,"[[7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [12, 6]]",408,initial_domains.json:canonicalByLength:6
fecaa8477241153a,43,down,0,7,3,"[[0, 7], [1, 7], [2, 7]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,44,down,4,7,9,"[[4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7]]",201,initial_domains.json:canonicalByLength:9
fecaa8477241153a,45,down,1,8,3,"[[1, 8], [2, 8], [3, 8]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,46,down,6,8,5,"[[6, 8], [7, 8], [8, 8], [9, 8], [10, 8]]",398,initial_domains.json:canonicalByLength:5
fecaa8477241153a,47,down,0,9,4,"[[0, 9], [1, 9], [2, 9], [3, 9]]",392,initial_domains.json:canonicalByLength:4
fecaa8477241153a,48,down,5,9,3,"[[5, 9], [6, 9], [7, 9]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,49,down,9,9,3,"[[9, 9], [10, 9], [11, 9]]",182,initial_domains.json:canonicalByLength:3
fecaa8477241153a,50,down,0,10,13,"[[0, 10], [1, 10], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]",33,initial_domains.json:canonicalByLength:13
