"sampleIndex","sourceId","english","arabic","oldDecision","revisedDecision","reason","confidence","fieldConfidence","sources","reviewer","stratum","effectiveDecision","proposalArAllowed","proposalAgreement"
"154","211:0","TERMS","المصطلحات","{""arabic"":""المصطلحات"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""specialized words""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","المصطلحات is terms in the specialized-word sense; preserve that sense without excluding synonyms.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""المصطلحات"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""specialized words"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"155","130:1","POLICY","السياسة","{""arabic"":""السياسة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","السياسة can denote a policy as well as politics. The policy sense is legitimate in context and remains allowed.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""السياسة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"156","20:0","AT","في","{""arabic"":""في"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","في can naturally express AT for a location or time construction; broad function-word overlap is not sufficient exclusion evidence.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""في"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"157","506:2","STUDENT","تلميذ","{""arabic"":""تلميذ"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","تلميذ is a student/pupil noun; both legitimate English words may be answers.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""تلميذ"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"158","407:0","SCIENCE","العلوم","{""arabic"":""العلوم"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","العلوم is natural for science/sciences as a collective field of study; identical number is not required.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""العلوم"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"159","164:2","COMPANY","الشركة","{""arabic"":""الشركة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""business organization""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الشركة is a normal business-company noun; suitable learner vocabulary.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الشركة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""business organization"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"160","170:2","USER","مستعمل","{""arabic"":""مستعمل"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","مستعمل can be an active-participle user. The unvowelled used-adjective reading is another reading, not proof of a wrong user sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""مستعمل"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"161","340:0","PREVIOUS","سابق","{""arabic"":""سابق"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","سابق is a natural previous/former adjective; synonyms are allowed.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""سابق"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"162","443:4","MODEL","النموذج","{""arabic"":""النموذج"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""representation or example""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","النموذج is a model/example; the representation sense is valid.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""النموذج"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""representation or example"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"163","494:1","STANDARD","المعيار","{""arabic"":""المعيار"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""criterion""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","المعيار is a standard/criterion. The relationship remains useful despite alternative English equivalents.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""المعيار"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""criterion"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"164","454:1","ACCESSORIES","الملحقات","{""arabic"":""الملحقات"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الملحقات is accessories/attachments; related legitimate nouns do not require exclusion.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الملحقات"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"165","232:0","COMMUNITY","مجتمع","{""arabic"":""مجتمع"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","مجتمع is an ordinary community/society noun; both mappings are valid.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""مجتمع"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"166","424:2","THREAD","موضوع","{""arabic"":""موضوع"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""discussion thread""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","موضوع is a conventional discussion-thread sense in online forums. Preserve that domain sense without claiming every topic is a thread.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""موضوع"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""discussion thread"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"167","101:0","JUST","مجرد","{""arabic"":""مجرد"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adverb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","مجرد expresses just/merely in a limiting construction. This legitimate function-word sense is allowed.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""مجرد"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adverb"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"168","428:5","LIVE","عش","{""arabic"":""عش"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""live (imperative)""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","عش can be the live imperative, despite the nest noun homograph without vowels. The verbal sense is legitimate and should be labelled.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""عش"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""live (imperative)"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"169","243:5","FAMILY","الأسرة","{""arabic"":""الأسرة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الأسرة is a normal family/household noun; legitimate alternatives are expected.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الأسرة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"170","384:1","JOBS","وظائف","{""arabic"":""وظائف"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","وظائف is jobs/positions; the work-position sense is correct.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""وظائف"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"171","490:0","FINANCIAL","مالي","{""arabic"":""مالي"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","مالي is a natural financial adjective; adjective agreement need not mirror English surface form.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""مالي"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"172","324:1","SMALL","صغير","{""arabic"":""صغير"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","صغير is the ordinary small adjective; no reverse uniqueness requirement.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""صغير"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"173","380:2","ARTICLE","المقالة","{""arabic"":""المقالة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""piece of writing""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","المقالة is an article/essay noun in the writing sense; both are legitimate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""المقالة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""piece of writing"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"174","331:1","RETURN","عودة","{""arabic"":""عودة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","عودة is a natural return noun; allow synonyms rather than ban this sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""عودة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"175","510:2","LEGAL","القانوني","{""arabic"":""القانوني"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","القانوني is the definite legal adjective; this is standard agreement, not a POS error.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""القانوني"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"176","329:1","DURING","خلال","{""arabic"":""خلال"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","خلال is the normal during/through temporal relation; allow the legitimate temporal sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""خلال"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""preposition"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"177","419:2","CONDITIONS","الظروف","{""arabic"":""الظروف"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الظروف is conditions/circumstances. Shared equivalents remain dictionary relationships.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الظروف"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"178","103:3","STATE","الحالة","{""arabic"":""الحالة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""condition""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الحالة is state/condition; preserve the condition sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الحالة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""condition"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"179","367:1","LITTLE","قليل","{""arabic"":""قليل"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""adjective / quantifier"",""sense"":""small amount""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":null}","قليل expresses a little/small amount. Quantity grammar is natural across languages.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""قليل"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""adjective / quantifier"",""sense"":""small amount"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"180","235:3","AREA","المنطقة","{""arabic"":""المنطقة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""region""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","المنطقة is area/region/zone; synonyms are not automatic exclusions, even of equal length.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""المنطقة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""region"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"181","173:1","SET","تعيين","{""arabic"":""تعيين"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""assignment""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""set or assign a value""}","تعيين can cite the set/assign action as an Arabic event noun. Label the English verb sense explicitly, rather than mislabelling SET as an assignment noun.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""تعيين"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""verb"",""sense"":""set or assign a value"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"182","131:2","NUMBER","الرقم","{""arabic"":""الرقم"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""numeral or identifier""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الرقم is a number/numeral identifier; its alternatives do not make the relationship poor.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""الرقم"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""numeral or identifier"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"183","413:0","LOOK","نظرة","{""arabic"":""نظرة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""noun"",""sense"":""glance""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":null}","نظرة names a look/glance; a legitimate noun sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""نظرة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""noun"",""sense"":""glance"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"184","347:1","CALL","مكالمة","{""arabic"":""مكالمة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""noun"",""sense"":""telephone conversation""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":null}","مكالمة is a telephone call; a natural and sufficiently specific sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""مكالمة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""noun"",""sense"":""telephone conversation"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"185","103:4","STATE","الدولة","{""arabic"":""الدولة"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""sovereign country""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null}","الدولة is state/country in the sovereign-country sense; both ordinary equivalents are allowed.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""الدولة"",""status"":""approved"",""register"":""msa"",""partOfSpeech"":""noun"",""sense"":""sovereign country"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
