experiment,seed,size,mode,policy,rank,slot,pattern,used,reason,depth,prefixCounts
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REW????","[""OR"",""OWN"",""WE"",""TOWN""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""W"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","RER????","[""OR"",""OWN"",""WE"",""BORN""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""R"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REI????","[""OR"",""OWN"",""WE"",""JOIN""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""I"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REE????","[""OR"",""OWN"",""WE"",""TEEN""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""E"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REI????","[""OR"",""OWN"",""WE"",""SKIN""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""I"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REI????","[""OR"",""OWN"",""WE"",""NICE""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""I"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REO????","[""OR"",""OWN"",""WE"",""NONE""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""O"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REO????","[""OR"",""OWN"",""WE"",""SOON""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""O"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REI????","[""OR"",""OWN"",""WE"",""MAIN""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""I"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":2,""col"":2,""direction"":""down"",""length"":2}","L?","[""OR"",""OWN"",""WE"",""PLAN""]","forward_zero","4","[{""position"":0,""letter"":""L"",""remaining"":0}]"
"minRun2","3","7","ar_to_en","approved-only","0","{""row"":0,""col"":1,""direction"":""down"",""length"":7}","REO????","[""OR"",""OWN"",""WE"",""NOTE""]","forward_zero","4","[{""position"":0,""letter"":""R"",""remaining"":35},{""position"":1,""letter"":""E"",""remaining"":28},{""position"":2,""letter"":""O"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":0,""col"":1,""direction"":""down"",""length"":9}","HO???????","[""EH"",""EL"",""LO""]","forward_zero","3","[{""position"":0,""letter"":""H"",""remaining"":9},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":5,""col"":0,""direction"":""across"",""length"":5}","OE???","[""EH"",""HE"",""HA"",""HANDHELDS"",""SH"",""LO"",""AS"",""OS""]","forward_zero","8","[{""position"":0,""letter"":""O"",""remaining"":11},{""position"":1,""letter"":""E"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":5,""col"":0,""direction"":""across"",""length"":5}","AE???","[""EH"",""HE"",""HA"",""HANDHELDS"",""SH"",""LO"",""OS"",""AS""]","forward_zero","8","[{""position"":0,""letter"":""A"",""remaining"":30},{""position"":1,""letter"":""E"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":5,""col"":0,""direction"":""across"",""length"":5}","OE???","[""EH"",""HE"",""HA"",""HANDHELDS"",""SH"",""EL"",""AS"",""OS""]","forward_zero","8","[{""position"":0,""letter"":""O"",""remaining"":11},{""position"":1,""letter"":""E"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":5,""col"":0,""direction"":""across"",""length"":5}","AE???","[""EH"",""HE"",""HA"",""HANDHELDS"",""SH"",""EL"",""OS"",""AS""]","forward_zero","8","[{""position"":0,""letter"":""A"",""remaining"":30},{""position"":1,""letter"":""E"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OA","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""OD"",""DO"",""AS""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":14},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OH","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""OD"",""DO"",""SH""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":14},{""position"":1,""letter"":""H"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OO","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""OD"",""DO"",""OS""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":13},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","IA","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""OD"",""ID"",""AS""]","forward_zero","9","[{""position"":0,""letter"":""I"",""remaining"":4},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","IH","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""OD"",""ID"",""SH""]","forward_zero","9","[{""position"":0,""letter"":""I"",""remaining"":4},{""position"":1,""letter"":""H"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","IO","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""OD"",""ID"",""OS""]","forward_zero","9","[{""position"":0,""letter"":""I"",""remaining"":4},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OA","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""DO"",""OD"",""AS""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":14},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OH","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""DO"",""OD"",""SH""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":14},{""position"":1,""letter"":""H"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OO","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""DO"",""OD"",""OS""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":13},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","IA","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""DO"",""ID"",""AS""]","forward_zero","9","[{""position"":0,""letter"":""I"",""remaining"":4},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","IH","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""DO"",""ID"",""SH""]","forward_zero","9","[{""position"":0,""letter"":""I"",""remaining"":4},{""position"":1,""letter"":""H"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","IO","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""DO"",""ID"",""OS""]","forward_zero","9","[{""position"":0,""letter"":""I"",""remaining"":4},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OA","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""ID"",""OD"",""AS""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":15},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OH","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""ID"",""OD"",""SH""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":15},{""position"":1,""letter"":""H"",""remaining"":0}]"
"minRun2","3","9","ar_to_en","compatibility","0","{""row"":7,""col"":0,""direction"":""down"",""length"":2}","OO","[""EH"",""HE"",""HA"",""HANDHELDS"",""HO"",""LO"",""ID"",""OD"",""OS""]","forward_zero","9","[{""position"":0,""letter"":""O"",""remaining"":14},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""down"",""length"":2}","C?","[""ID"",""OD"",""IN"",""ERADICATION""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""down"",""length"":2}","V?","[""ID"",""OD"",""IN"",""SUPERVISION""]","forward_zero","4","[{""position"":0,""letter"":""V"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""down"",""length"":2}","C?","[""ID"",""OD"",""IN"",""PUBLICATION""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":7,""direction"":""down"",""length"":2}","?C","[""ID"",""OD"",""IN"",""SPECULATION""]","forward_zero","4","[{""position"":1,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":4,""direction"":""down"",""length"":2}","?C","[""ID"",""OD"",""IN"",""RESTRICTION""]","forward_zero","4","[{""position"":1,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":1,""col"":5,""direction"":""down"",""length"":2}","C?","[""ID"",""OD"",""IN"",""FABRICATION""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":10,""direction"":""down"",""length"":2}","?C","[""ID"",""OD"",""IN"",""COMPETITION""]","forward_zero","4","[{""position"":1,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":3,""col"":3,""direction"":""across"",""length"":2}","C?","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TA"",""CATO""]","forward_zero","9","[{""position"":0,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":3,""direction"":""down"",""length"":4}","?TU?","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""UT""]","forward_zero","8","[{""position"":1,""letter"":""T"",""remaining"":11},{""position"":2,""letter"":""U"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":6,""direction"":""across"",""length"":2}","PO","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UP"",""POP""]","forward_zero","12","[{""position"":0,""letter"":""P"",""remaining"":0},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":6,""direction"":""across"",""length"":2}","PO","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UP"",""POP""]","forward_zero","12","[{""position"":0,""letter"":""P"",""remaining"":0},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":6,""direction"":""across"",""length"":2}","IO","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UM"",""MOI""]","forward_zero","12","[{""position"":0,""letter"":""I"",""remaining"":2},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":6,""direction"":""across"",""length"":2}","IO","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""MU"",""MOI""]","forward_zero","12","[{""position"":0,""letter"":""I"",""remaining"":2},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":10,""direction"":""down"",""length"":2}","SE","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UT"",""AXE"",""TON"",""NO"",""EH"",""HA"",""AS""]","forward_zero","17","[{""position"":0,""letter"":""S"",""remaining"":2},{""position"":1,""letter"":""E"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":10,""direction"":""down"",""length"":2}","YE","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UT"",""AXE"",""TON"",""NO"",""EH"",""HA"",""AY""]","forward_zero","17","[{""position"":0,""letter"":""Y"",""remaining"":3},{""position"":1,""letter"":""E"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":0,""col"":10,""direction"":""down"",""length"":2}","TE","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UT"",""AXE"",""TON"",""NO"",""EH"",""HA"",""TA""]","forward_zero","17","[{""position"":0,""letter"":""T"",""remaining"":1},{""position"":1,""letter"":""E"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":1,""col"":8,""direction"":""down"",""length"":5}","PX???","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UT"",""AXE"",""TON"",""NO"",""EH"",""HA"",""MA"",""EM"",""EX""]","forward_zero","19","[{""position"":0,""letter"":""P"",""remaining"":17},{""position"":1,""letter"":""X"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":8,""col"":7,""direction"":""across"",""length"":2}","C?","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UT"",""AXE"",""TON"",""NO"",""EH"",""HA"",""MA"",""EM"",""ER"",""PRIME"",""IF"",""OF"",""DEMO"",""GAO"",""AS"",""GET"",""SEN"",""AN"",""TAJ"",""JO"",""PICO""]","forward_zero","31","[{""position"":0,""letter"":""C"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":8,""col"":7,""direction"":""across"",""length"":2}","N?","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UT"",""AXE"",""TON"",""NO"",""EH"",""HA"",""MA"",""EM"",""ER"",""PRIME"",""IF"",""OF"",""DEMO"",""GAO"",""AS"",""GET"",""SEN"",""AN"",""TAJ"",""JO"",""MONO""]","forward_zero","31","[{""position"":0,""letter"":""N"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","compatibility","0","{""row"":10,""col"":6,""direction"":""across"",""length"":2}","?V","[""ID"",""OD"",""IN"",""EXPLORATION"",""LO"",""TI"",""UR"",""TO"",""NOTE"",""ON"",""UT"",""AXE"",""TON"",""NO"",""EH"",""HA"",""MA"",""EM"",""ER"",""PRIME"",""IF"",""OF"",""DEMO"",""GAO"",""AS"",""GET"",""SEN"",""AN"",""TAJ"",""JO"",""VETO""]","forward_zero","31","[{""position"":1,""letter"":""V"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?S","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""THAT"",""HOSTING""]","forward_zero","10","[{""position"":1,""letter"":""S"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":5,""direction"":""down"",""length"":2}","?S","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""THAT"",""BRITISH""]","forward_zero","10","[{""position"":1,""letter"":""S"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?S","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""THAT"",""HISTORY""]","forward_zero","10","[{""position"":1,""letter"":""S"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":10,""direction"":""down"",""length"":2}","?G","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""THAT"",""HOUSING""]","forward_zero","10","[{""position"":1,""letter"":""G"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?W","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""THAT"",""HOWEVER""]","forward_zero","10","[{""position"":1,""letter"":""W"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":5,""direction"":""down"",""length"":2}","?G","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""THAT"",""THROUGH""]","forward_zero","10","[{""position"":1,""letter"":""G"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?L","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""THAT"",""HOLIDAY""]","forward_zero","10","[{""position"":1,""letter"":""L"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":10,""direction"":""down"",""length"":2}","?M","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""TAKE"",""KINGDOM""]","forward_zero","10","[{""position"":1,""letter"":""M"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":5,""direction"":""down"",""length"":2}","?R","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""TAKE"",""NETWORK""]","forward_zero","10","[{""position"":1,""letter"":""R"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":4,""direction"":""across"",""length"":3}","ENA","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""TAKE"",""KITCHEN"",""IN"",""AT""]","forward_zero","12","[{""position"":0,""letter"":""E"",""remaining"":15},{""position"":1,""letter"":""N"",""remaining"":2},{""position"":2,""letter"":""A"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":5,""direction"":""down"",""length"":2}","S?","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""TALK"",""ASK""]","forward_zero","10","[{""position"":0,""letter"":""S"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":1,""col"":4,""direction"":""across"",""length"":7}","LN?????","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""TALK"",""KIT"",""IN""]","forward_zero","11","[{""position"":0,""letter"":""L"",""remaining"":22},{""position"":1,""letter"":""N"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":5,""direction"":""down"",""length"":2}","EI","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""TALK"",""KEY"",""BY"",""LIBRARY""]","forward_zero","12","[{""position"":0,""letter"":""E"",""remaining"":2},{""position"":1,""letter"":""I"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?S","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""CHAT"",""HOSTING""]","forward_zero","10","[{""position"":1,""letter"":""S"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":5,""direction"":""down"",""length"":2}","?S","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""CHAT"",""BRITISH""]","forward_zero","10","[{""position"":1,""letter"":""S"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?S","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""CHAT"",""HISTORY""]","forward_zero","10","[{""position"":1,""letter"":""S"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":10,""direction"":""down"",""length"":2}","?G","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""CHAT"",""HOUSING""]","forward_zero","10","[{""position"":1,""letter"":""G"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?W","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""CHAT"",""HOWEVER""]","forward_zero","10","[{""position"":1,""letter"":""W"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":5,""direction"":""down"",""length"":2}","?G","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""CHAT"",""THROUGH""]","forward_zero","10","[{""position"":1,""letter"":""G"",""remaining"":0}]"
"minRun2","3","11","ar_to_en","approved-only","0","{""row"":0,""col"":6,""direction"":""down"",""length"":2}","?L","[""OF"",""IF"",""NO"",""WIN"",""WE"",""ERA"",""OR"",""TO"",""CHAT"",""HOLIDAY""]","forward_zero","10","[{""position"":1,""letter"":""L"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":2,""col"":1,""direction"":""across"",""length"":2}","C?","[""HE"",""HO"",""ON"",""ENCOURAGEMENT""]","forward_zero","4","[{""position"":0,""letter"":""C"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":8,""col"":2,""direction"":""down"",""length"":2}","AR","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""AN"",""AMR""]","forward_zero","7","[{""position"":0,""letter"":""A"",""remaining"":7},{""position"":1,""letter"":""R"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":8,""col"":2,""direction"":""down"",""length"":2}","AA","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""AN"",""AMR""]","forward_zero","7","[{""position"":0,""letter"":""A"",""remaining"":7},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":8,""col"":2,""direction"":""down"",""length"":2}","AO","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""AN"",""AMO""]","forward_zero","7","[{""position"":0,""letter"":""A"",""remaining"":7},{""position"":1,""letter"":""O"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":8,""col"":2,""direction"":""down"",""length"":2}","AA","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""AN"",""AMO""]","forward_zero","7","[{""position"":0,""letter"":""A"",""remaining"":7},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":3}","?MF","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""IN"",""TI"",""IF""]","forward_zero","8","[{""position"":1,""letter"":""M"",""remaining"":4},{""position"":2,""letter"":""F"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":3}","?MD","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""IN"",""TI"",""ID""]","forward_zero","8","[{""position"":1,""letter"":""M"",""remaining"":4},{""position"":2,""letter"":""D"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":9,""col"":0,""direction"":""across"",""length"":3}","?MK","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""IN"",""TI"",""KI""]","forward_zero","8","[{""position"":1,""letter"":""M"",""remaining"":4},{""position"":2,""letter"":""K"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":6,""col"":0,""direction"":""across"",""length"":4}","OA??","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""IN"",""IF"",""OF""]","forward_zero","8","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":6,""col"":0,""direction"":""across"",""length"":4}","OA??","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""IN"",""ID"",""OD""]","forward_zero","8","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":6,""col"":0,""direction"":""across"",""length"":4}","OA??","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""IN"",""ID"",""DO""]","forward_zero","8","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":6,""col"":0,""direction"":""across"",""length"":4}","OA??","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""IN"",""KI"",""OK""]","forward_zero","8","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":1,""letter"":""A"",""remaining"":0}]"
"minRun2","3","13","ar_to_en","compatibility","0","{""row"":6,""col"":0,""direction"":""across"",""length"":4}","OA??","[""HE"",""HO"",""ON"",""ENTERTAINMENT"",""ER"",""NO"",""AMR"",""OR"",""TI"",""AT"",""UT"",""IF"",""OF""]","forward_zero","13","[{""position"":0,""letter"":""O"",""remaining"":10},{""position"":1,""letter"":""A"",""remaining"":0}]"
